id ,text,source,label_guess,confidence,classification
704,المطوّعة تعلم العيال القراءة والكتابة,LLM,Bedouin,High,Positive
705,الرجال تسهر والنساء تجهز الأكل,LLM,Bedouin,High,Neutral
706,الطفل أول ما يمشي يروح للإبل,Facebook,Bedouin,High,Positive
707,البنت تتعلم الطبخ من أمها وجدتها,LLM,Bedouin,High,Neutral
708,الشتا وقت السوالف والقصص,Twitter,Bedouin,High,Neutral
709,الصيف وقت الشغل والتعب,LLM,Bedouin,Medium,Negative
710,القبيلة تحكم بالعدل وتحل المشاكل,Facebook,Bedouin,High,Neutral
711,الشيخ يجمع الناس ويسمع مشاكلهم,Twitter,Bedouin,High,Positive
712,عندنا مجلس كل ليلة نتجمع فيه,Facebook,Bedouin,High,Neutral
713,يا ولد حط حطب على النار لا تخمد,Facebook,Bedouin,High,Neutral
714,حنا ما نقبل الظلم ولو على حساب أرواحنا,LLM,Bedouin,High,Positive
715,الخوي الصادق أغلى من الذهب,Twitter,Bedouin,High,Positive
716,ما نحب الغش ونمشي بالطيب,LLM,Bedouin,High,Neutral
717,قبيلتنا مشهورة بالجود والكرم,Facebook,Bedouin,High,Positive
718,الجمل أصبر من الإنسان بالصحرا,LLM,Bedouin,High,Positive
719,الذلول مشت فينا يومين بدون وقوف,LLM,Bedouin,High,Positive
720,نار المساء دافية والقهوة حاضرة,LLM,Bedouin,High,Positive
721,الحليب الطازج أحسن من أي شراب,Facebook,Bedouin,High,Positive
722,البدوي يعرف الطريق من رائحة الأرض,Facebook,Bedouin,High,Neutral
723,يا زين الفرسة لما تعدو,Twitter,Bedouin,High,Positive
724,الصقر إذا جاع صار أشرس بالصيد,LLM,Bedouin,High,Positive
725,خويّك اللي يسندك وقت الشدة,LLM,Bedouin,High,Positive
726,ما عندنا فرق بين غني وفقير كلنا ربع,LLM,Bedouin,High,Neutral
727,الضيف لو يقعد شهر عندنا أهل وسهل,Facebook,Bedouin,High,Neutral
728,ذبحنا خروف وشويناه على الجمر,Twitter,Bedouin,High,Positive
729,القصيدة اللي قالها الشاعر هزت المجلس,LLM,Bedouin,High,Neutral
730,الفارس ما يتراجع من المعركة,Twitter,Bedouin,High,Neutral
731,حنا نحترم الكبير ونعطف على الصغير,LLM,Bedouin,Medium,Positive
732,الليلة حلوة مع الربع والقهوة,Facebook,Bedouin,High,Positive
733,السماء صافية والهوا عليل,LLM,Bedouin,Medium,Positive
734,البدوي قنوع وراضي بما قسم الله,Twitter,Bedouin,High,Positive
735,المطر نعمة من الله نستبشر فيه,LLM,Bedouin,Medium,Positive
736,الأرض أخضرت والحلال سمن,Twitter,Bedouin,High,Positive
737,النخلة شامخة مثل الرجال,LLM,Bedouin,High,Neutral
738,يا زين الوادي بعد المطر,Twitter,Bedouin,High,Positive
739,الفجر طلع وبان نوره على الأرض,LLM,Bedouin,High,Positive
740,حمد الله على السلامة من السفر,LLM,Bedouin,Medium,Positive
741,نصبنا الخيمة بمكان جديد,Twitter,Bedouin,High,Neutral
742,العيون تشبع قبل البطون من المنظر,Facebook,Bedouin,High,Neutral
743,خلّوا الحلال يرعى بالمرعى الجديد,LLM,Bedouin,High,Positive
744,الجمل محمّل والرحلة بتبدأ,Twitter,Bedouin,High,Neutral
745,لقينا مكان فيه ماء وعشب ونزلنا,LLM,Bedouin,High,Neutral
746,القربة فيها لبن وبجنبها تمر,LLM,Bedouin,High,Neutral
747,يا ولد جيب الحبل وربط الخيمة,LLM,Bedouin,High,Neutral
748,الشمس طلعت ولازم نبدأ يومنا,Facebook,Bedouin,Medium,Neutral
749,حلال عمي جا يرعى بجنب حلالنا,LLM,Bedouin,High,Positive
750,الغنم كثيرة والحمد لله والرعي طيب,LLM,Bedouin,High,Positive
751,البدوي يحب الفرس والذلول والصقر,Twitter,Bedouin,High,Positive
752,يا زين القعدة مع خويّك بالبر,LLM,Bedouin,High,Positive
753,الكنار يغرد والصبح جديد,Facebook,Bedouin,Medium,Neutral
754,ريحة القهوة المرة تفتح النفس,LLM,Bedouin,High,Neutral
755,المجلس فيه رجال كبار ولازم نحترمهم,Facebook,Bedouin,High,Positive
756,الشيخ حكى والكل سمع بانتباه,LLM,Bedouin,High,Neutral
757,الخطبة تمت والأهل تفاهموا,Facebook,Bedouin,High,Neutral
758,العرس بعد شهر والتحضيرات بدأت,LLM,Bedouin,High,Neutral
759,الأم فرحانة بعرس ولدها,Facebook,Bedouin,Medium,Neutral
760,السمر والرقص الشعبي بالعرس,LLM,Bedouin,High,Neutral
761,أبوي يبارك لنا ويدعي لنا,Facebook,Bedouin,Medium,Positive
762,نجتمع كل عيد ونفرح مع بعض,Twitter,Bedouin,Medium,Neutral
763,هلا والله يا طويل العمر وشلونك اليوم,LLM,Bedouin,Medium,Positive
764,حي الله من لفانا ومرحبا مليون,LLM,Bedouin,Medium,Positive
765,وش علومك يا بعد حيي,LLM,Bedouin,Medium,Neutral
766,الله يحييك ويبقيك يا الغالي,LLM,Bedouin,Medium,Positive
767,ترى السالفة ما تستاهل كل هالزعل,LLM,Bedouin,Medium,Neutral
768,خلها على الله وتهون بإذن الله,LLM,Bedouin,Medium,Neutral
769,يا زين سوالفك والله,LLM,Bedouin,Medium,Positive
770,وش رايك نتمشى عقب المغرب,LLM,Bedouin,Medium,Neutral
771,الجو اليوم يهبل ما شاء الله,LLM,Bedouin,Medium,Positive
772,عساك دوم بخير وعافية,LLM,Bedouin,Medium,Positive
773,ترى الدنيا ما تسوى زعل,LLM,Bedouin,Medium,Neutral
774,صبّر نفسك وكل شي يهون,LLM,Bedouin,Medium,Neutral
775,وشلون أهلك عساهم بخير,LLM,Bedouin,Medium,Positive
776,مرحبا بك في ديرتك الثانية,LLM,Bedouin,Medium,Positive
777,الله يعطيك العافية على هالشغل,LLM,Bedouin,Medium,Positive
778,ما قصرت والله كفيت ووفيت,LLM,Bedouin,Medium,Neutral
779,يا بعد قلبي والله,LLM,Bedouin,Medium,Neutral
780,وش فيك متضايق اليوم,LLM,Bedouin,Medium,Neutral
781,خل عنك التفكير الزايد,LLM,Bedouin,Medium,Neutral
782,عساك ما تشوف شر,LLM,Bedouin,Medium,Neutral
783,الدنيا حلوة لا تعكرها,LLM,Bedouin,Medium,Positive
784,توكل على الله وسو اللي عليك,LLM,Bedouin,Medium,Positive
785,يا رجال الأمور بسيطة,LLM,Bedouin,Medium,Neutral
786,خلها تمشي مثل ما ربي كاتب,LLM,Bedouin,Medium,Neutral
787,وش الأخبار عندكم,LLM,Bedouin,Medium,Neutral
788,عسى أمورك طيبة,LLM,Bedouin,Medium,Positive
789,الله يسعدك ويوفقك,LLM,Bedouin,Medium,Positive
790,ما عليك زود يا الطيب,LLM,Bedouin,Medium,Positive
791,يا مرحبا مليون فيك,LLM,Bedouin,Medium,Positive
792,عساك بخير دايم,LLM,Bedouin,Medium,Positive
793,يا هلا والله بو فلان من زمان ما شفناك,Twitter,Bedouin,High,Positive
794,صباح الخير يا ربع شلون أحوالكم,Twitter,Bedouin,High,Positive
795,مسا الخير على الجميع الله يسعد مساكم,LLM,Bedouin,High,Positive
796,وش أخبار العيال والحريم الله يحفظهم,Twitter,Bedouin,High,Neutral
797,شفت الوالد اليوم وكان بكامل صحته,Twitter,Bedouin,High,Neutral
798,طال عمرك يا شيخ والله ما قصرت,LLM,Bedouin,High,Positive
799,عساك من أهله يا طيب بالعيد,LLM,Bedouin,High,Positive
800,كل عام وانتم بخير والله يعيده علينا,LLM,Bedouin,High,Positive
801,يا بخت من عزمنا على قهوته اليوم,Twitter,Bedouin,High,Neutral
802,يا طويل العمر كيف حال الديرة عندكم,LLM,Bedouin,High,Positive
803,الوالد سلم عليك وقال وش حالك,Facebook,Bedouin,High,Neutral
804,قل للربع يجون بكرة عندي على القهوة,LLM,Bedouin,High,Neutral
805,ابشر بالي يسرك يا ابن الحلال,LLM,Bedouin,High,Positive
806,يا زين ما جا منك يا خوي,Facebook,Bedouin,High,Positive
807,ترى ما نفرط فيك يا ابن العم,Facebook,Bedouin,High,Neutral
808,قولوا له السلام من عندنا إذا شفتوه,Facebook,Bedouin,High,Neutral
809,يا رجال حنا ما ننسى الطيبين,Twitter,Bedouin,High,Positive
810,الله يسلمك يا وجه الخير,LLM,Bedouin,High,Positive
811,ناقتنا الشقحا ولدت الليلة وهي بخير,Facebook,Bedouin,High,Positive
812,الحوار قام يرضع وأمه تحن عليه,LLM,Bedouin,High,Neutral
813,إبل عمي راحت للمرعى البعيد,LLM,Bedouin,High,Neutral
814,وردنا الإبل الصبح والماء كافي,LLM,Bedouin,High,Positive
815,الذلول اللي ركبتها أمس ما تعبت,LLM,Bedouin,High,Positive
816,مسمّي ناقتي الريم لأنها سريعة,Facebook,Bedouin,High,Neutral
817,الرعيان طلعوا من الفجر ولسا ما رجعوا,LLM,Bedouin,High,Neutral
818,ناقتنا حلوب وما تبخل بحليبها,Facebook,Bedouin,High,Positive
819,البعير الأشقر من خيرة إبلنا,LLM,Bedouin,High,Positive
820,علف الإبل خلّص ولازم نجيب زيادة,LLM,Bedouin,High,Neutral
821,الإبل اتعودت على المرعى الجديد بسرعة,Facebook,Bedouin,High,Neutral
822,وسم قبيلتنا على خد الناقة واضح,Facebook,Bedouin,High,Neutral
823,صكينا الحلال بالمراح لما غربت الشمس,Facebook,Bedouin,High,Neutral
824,بيع البعير بسعر طيب اليوم بالسوق,Twitter,Bedouin,Medium,Positive
825,الحوار الصغير ما يفارق أمه أبد,Twitter,Bedouin,High,Neutral
826,يا مرحبا بك نور البيت نور,Facebook,Bedouin,High,Positive
827,تفضل للمجلس يا ابو فلان البيت بيتك,Twitter,Bedouin,High,Neutral
828,اقعد لا تستحي يا خوينا الكرم عادتنا,Twitter,Bedouin,High,Positive
829,القهوة جاية والتمر قدامك,LLM,Bedouin,High,Neutral
830,ما نرضى يطلع الضيف بدون عشا,LLM,Bedouin,Medium,Neutral
831,يا ولد قدم الفنجال لعمك,Facebook,Bedouin,High,Neutral
832,حيّاك الله الف مرحبا بالغالي,LLM,Bedouin,High,Positive
833,اللي يجينا ما يرجع محروم,LLM,Bedouin,High,Neutral
834,العزيمة جاهزة للربع بكرة العشا,Twitter,Bedouin,High,Positive
835,ذبحنا راس للضيف وما نفكر فيها,Facebook,Bedouin,High,Positive
836,البيت بيت الضيف ما هو بيتنا,LLM,Bedouin,High,Neutral
837,شرفتنا يا ابو سعود نورت المكان,LLM,Bedouin,High,Positive
838,فكوا لهم المجلس وعدلوا الفرش,Twitter,Bedouin,High,Positive
839,يا بخت اللي يستضيف الطيبين,LLM,Bedouin,Medium,Positive
840,ما نكتفي بفنجال واحد للضيف,Twitter,Bedouin,High,Neutral
841,طلعنا البر الصبح والجو خرافي,Twitter,Bedouin,High,Neutral
842,الفقع طلع كثير هالسنة بعد المطر,LLM,Bedouin,Medium,Positive
843,شفنا قطيع ظبيان بالبر من بعيد,LLM,Bedouin,Medium,Neutral
844,النخل بالمزرعة محمّل رطب,Facebook,Bedouin,High,Neutral
845,السيل جرى بالشعيب وفاض الوادي,Twitter,Bedouin,High,Positive
846,الصيف قارب وحرارته بانت,Facebook,Bedouin,High,Neutral
847,جلسنا تحت الطرفاء ونستظل,Facebook,Bedouin,High,Neutral
848,ريحة الربيع تملا البر عطر,Facebook,Bedouin,High,Positive
849,الشيح والقيصوم اخضروا بالأرض,LLM,Bedouin,High,Neutral
850,الوادي فيه عشب وميه بعد السيل,LLM,Bedouin,High,Neutral
851,الجراد ظهر بالصيف وأكل الزرع,Facebook,Bedouin,Medium,Neutral
852,النحل يرف على الزهور بالربيع,LLM,Bedouin,High,Positive
853,العصافير تغرد والصبح جميل,Facebook,Bedouin,Medium,Positive
854,الفجر بدا ينشق والسما تحمر,LLM,Bedouin,High,Neutral
855,هبت ريح الشمال وبردت الجو,Facebook,Bedouin,Medium,Neutral
856,ما نقبل الذل ولو على حساب الدنيا,Twitter,Bedouin,High,Positive
857,الرجال الرجال يوم الشدايد,Facebook,Bedouin,High,Positive
858,ربعنا معنا لو ضاق الخناق,Facebook,Bedouin,High,Positive
859,حنا قوم الوفا والعهد,LLM,Bedouin,High,Positive
860,الكلمة عندنا سلاح ما ينكسر,Twitter,Bedouin,High,Positive
861,ما نخون من يأمنّا,Facebook,Bedouin,High,Neutral
862,الجبان ما يجلس بمجالسنا,Twitter,Bedouin,High,Negative
863,العز بالنخوة والشيم,LLM,Bedouin,Medium,Positive
864,من صاحب الطيب طاب ومن صاحب الرديء رد,LLM,Bedouin,High,Positive
865,حنا أهل الكلمة الواحدة,Facebook,Bedouin,High,Neutral
866,ما نغدر ولا نقبل الغدر,Twitter,Bedouin,High,Positive
867,الشرف أمانة نحملها,Twitter,Bedouin,High,Positive
868,نموت ولا نعيش بذل,LLM,Bedouin,High,Positive
869,الرجل بموقفه مو بكلامه,Twitter,Bedouin,High,Neutral
870,الفزعة شرف لكل من يحملها,LLM,Bedouin,High,Positive
871,الشاعر سبحل والمجلس ساكت يسمع,Twitter,Bedouin,High,Neutral
872,القصيدة الجديدة عجبت الكل,LLM,Bedouin,Medium,Positive
873,الربابة صاتت بيد الشايب,Twitter,Bedouin,High,Neutral
874,سمعنا شيلات فيها حماسة,Facebook,Bedouin,High,Neutral
875,الشاعر قال بيت أبكى الرجال,LLM,Bedouin,High,Neutral
876,المحاورة بين الشعراء نار,LLM,Bedouin,High,Neutral
877,قصايد الغزل تذيب القلب,LLM,Bedouin,High,Neutral
878,الهجيني على ظهر الذلول لذة,Facebook,Bedouin,High,Positive
879,السامر ما هدأ إلا بعد منتصف الليل,LLM,Bedouin,High,Neutral
880,قعدنا نسمع الشاعر لين الفجر,Facebook,Bedouin,High,Neutral
881,البيت الشعري فيه معاني كبيرة,LLM,Bedouin,High,Neutral
882,الشيلة الجديدة انتشرت بسرعة,LLM,Bedouin,High,Positive
883,شاعرنا يوصف القبيلة بفخر,Twitter,Bedouin,High,Positive
884,القصيدة زادت حماس الحاضرين,Twitter,Bedouin,High,Neutral
885,الشاعر يمدح الكرام ويذم البخلا,Facebook,Bedouin,High,Neutral
886,عمي طال عمره ما يقصر معنا,LLM,Bedouin,Medium,Positive
887,خوالي أهل الطيب ما ننساهم,Twitter,Bedouin,High,Positive
888,بنت عمي ست بيتها وما عليها كلام,Facebook,Bedouin,Medium,Neutral
889,الوالدة مسندنا الله يحفظها,Facebook,Bedouin,High,Positive
890,أبوي قدوتي بكل شي,Twitter,Bedouin,Medium,Neutral
891,جدي الله يرحمه علّمنا الرجولة,Facebook,Bedouin,High,Neutral
892,أخوي الكبير مثل أبوي,Twitter,Bedouin,High,Neutral
893,العيال تربوا تحت أيدينا,Twitter,Bedouin,High,Neutral
894,النسب يرجع لجد القبيلة,LLM,Bedouin,High,Neutral
895,القرابة بينا قوية ما تنقطع,Facebook,Bedouin,High,Neutral
896,بنات أهلنا محترمات ومحشومات,LLM,Bedouin,High,Neutral
897,ولد العم أقرب من ولد الخال,LLM,Bedouin,High,Neutral
898,العائلة مجتمعة بالمناسبة,Twitter,Bedouin,High,Neutral
899,الاجتماع السنوي للقبيلة بعد شهر,LLM,Bedouin,High,Neutral
900,حافظنا على اللحمة بيننا,Facebook,Bedouin,High,Neutral
901,رحلنا بالفجر ووصلنا المغرب,LLM,Bedouin,High,Neutral
902,الإبل مشت طول الليل بدون تعب,Facebook,Bedouin,High,Positive
903,نزلنا بوادي فيه عشب وميه,Twitter,Bedouin,High,Neutral
904,ضربنا الخيام وجلسنا نرتاح,Twitter,Bedouin,High,Neutral
905,الرحلة طولت بس وصلنا بالسلامة,LLM,Bedouin,High,Positive
906,عدّينا الجبال ووصلنا السهل,LLM,Bedouin,High,Neutral
907,الدليل معانا يعرف كل طريق,Twitter,Bedouin,High,Neutral
908,نمشي بالليل ونستريح بالنهار,Facebook,Bedouin,High,Neutral
909,الزاد كفانا طول الرحلة,Twitter,Bedouin,High,Neutral
910,لقينا بير قديم فيه ميه,Twitter,Bedouin,High,Neutral
911,الصحرا ما فيها علامات بس نعرفها,LLM,Bedouin,High,Neutral
912,ركبنا الجمال من الصبح,Twitter,Bedouin,High,Neutral
913,القافلة طويلة وفيها ربع كثير,Twitter,Bedouin,High,Positive
914,الطريق للديرة الجديدة صعب بس ممكن,LLM,Bedouin,High,Positive
915,النجعة هذي السنة بعيدة,LLM,Bedouin,High,Neutral
916,سوينا قرصان باللحم والمرق,Facebook,Bedouin,High,Neutral
917,المندي طلع زاكي من التنور,Facebook,Bedouin,High,Positive
918,الكبسة على الجمر ما لها مثيل,Twitter,Bedouin,Medium,Neutral
919,الخبز طازج من الصاج,LLM,Bedouin,High,Positive
920,شربنا لبن خضّ بارد,LLM,Bedouin,High,Neutral
921,التمر مع القهوة أحلى شي,Twitter,Bedouin,High,Positive
922,العصيدة بالعسل والسمن,LLM,Bedouin,Medium,Neutral
923,المضغوط باللحم والرز,Twitter,Bedouin,High,Neutral
924,نستخدم السمن البلدي بكل الأكل,Facebook,Bedouin,High,Neutral
925,القهوة بالهيل والزعفران طعم خاص,LLM,Bedouin,High,Neutral
926,الحاشي على الرز وجبة العرس,LLM,Bedouin,Medium,Neutral
927,اليخني بالطماط وقطع اللحم,LLM,Bedouin,High,Neutral
928,الجبن البلدي من حليب الغنم,Twitter,Bedouin,High,Neutral
929,الدبس من التمر حلو وصحي,Twitter,Bedouin,Medium,Positive
930,التمر العجوة أفضل الأنواع عندنا,LLM,Bedouin,High,Positive
931,الوسم نزل والأرض جاهزة للزرع,Twitter,Bedouin,Medium,Positive
932,الصيف طويل هالسنة,Twitter,Bedouin,High,Neutral
933,الشتا بارد والليالي طويلة,Facebook,Bedouin,High,Neutral
934,المطر نزل فجأة والكل انبسط,Facebook,Bedouin,Medium,Positive
935,ريح الصبا خفيفة ولطيفة,LLM,Bedouin,High,Positive
936,الغبار يوم أمس غطى الديرة,Twitter,Bedouin,Medium,Neutral
937,الشمس شديدة بالظهيرة,LLM,Bedouin,High,Neutral
938,الجو معتدل الصبح والمساء,Twitter,Bedouin,High,Positive
939,البرد كسر العظم هالليلة,LLM,Bedouin,High,Negative
940,الرطوبة قليلة بالصحرا,LLM,Bedouin,High,Neutral
941,الليل طويل بفصل الشتا,LLM,Bedouin,High,Neutral
942,النهار قصير والشمس تغيب بدري,Facebook,Bedouin,High,Neutral
943,الربيع أجمل فصول السنة,Twitter,Bedouin,High,Positive
944,الخريف وقت حصاد التمر,Facebook,Bedouin,High,Neutral
945,المجلس عامر كل ليلة,Twitter,Bedouin,High,Positive
946,الربع يجتمعون بعد العشا,LLM,Bedouin,High,Neutral
947,القهوة ما تنقطع من الدلة,LLM,Bedouin,High,Neutral
948,الحديث عن الماضي يطول,LLM,Bedouin,High,Neutral
949,السوالف حلوة مع الربع,LLM,Bedouin,High,Positive
950,الشايب يحكي والعيال يسمعون,Facebook,Bedouin,High,Positive
951,الكبير يبدأ الكلام والصغير يسمع,LLM,Bedouin,High,Neutral
952,المجلس للرجال والنسا عندهن مكان ثاني,Facebook,Bedouin,High,Neutral
953,العود والمبخرة تعطر المجلس,Facebook,Bedouin,High,Neutral
954,ندور الفنجال يمين,Facebook,Bedouin,High,Neutral
955,الضيف يجلس بالصدر,Twitter,Bedouin,Medium,Neutral
956,القهوة تصب للأكبر الأول,Facebook,Bedouin,High,Neutral
957,الحديث يدور عن أخبار القبايل,Twitter,Bedouin,High,Neutral
958,يتبادلون آخر الأخبار بالمجلس,Twitter,Bedouin,High,Neutral
959,المجلس يجمع الأهل والأصحاب,Twitter,Bedouin,High,Neutral
960,الصقر رجع بفريسته للصاحب,Facebook,Bedouin,High,Neutral
961,جلسنا على المقنص من قبل الفجر,Twitter,Bedouin,High,Neutral
962,الحبارى طارت من بعيد,Facebook,Bedouin,High,Neutral
963,الصقار يعرف صقره من بعيد,Facebook,Bedouin,High,Neutral
964,دربنا الصقر على يدنا,LLM,Bedouin,High,Neutral
965,طار الصقر وانقض على الطير,LLM,Bedouin,High,Neutral
966,الصيد هالسنة وفير بالبر,Facebook,Bedouin,High,Positive
967,الكلاب السلوقية معنا بالقنص,Facebook,Bedouin,High,Neutral
968,النار مولعة والشوي جاهز,Facebook,Bedouin,High,Neutral
969,اصطدنا أرانب وحبارى,Twitter,Bedouin,High,Neutral
970,الصقر الحر أغلى من الشاهين,Twitter,Bedouin,High,Neutral
971,التلواح يدرب الصقر على الصيد,Facebook,Bedouin,High,Neutral
972,القنص رياضة أجدادنا,LLM,Bedouin,High,Neutral
973,ركبنا السيارات ورحنا البر,LLM,Bedouin,Medium,Neutral
974,الصيد بالبادية له ذوق خاص,Facebook,Bedouin,High,Neutral
975,الحصان وفي لصاحبه,LLM,Bedouin,High,Neutral
976,ميدان السباق تجمع فيه الخيالة,LLM,Bedouin,High,Neutral
977,فرسنا فازت بالسباق الأخير,LLM,Bedouin,High,Positive
978,العرضة النجدية بالخيول والسيوف,LLM,Bedouin,High,Neutral
979,المهرة الجديدة جميلة,Twitter,Bedouin,High,Positive
980,الفارس لا ينزل عن فرسه,Facebook,Bedouin,High,Neutral
981,الخيل تركض بسرعة البرق,Twitter,Bedouin,High,Neutral
982,السرج والعنان جاهزين,Twitter,Bedouin,High,Positive
983,الفارس والفرس روح واحدة,LLM,Bedouin,High,Neutral
984,الخيل العربية مطلوبة بالعالم,Facebook,Bedouin,High,Neutral
985,ركبت الحصان من الصغر,Twitter,Bedouin,High,Neutral
986,والله العظيم ما عندي خبر,Facebook,Bedouin,High,Neutral
987,شلون نسويها يا خوي,Twitter,Bedouin,High,Neutral
988,ترى الأمر صعب بس مو مستحيل,LLM,Bedouin,High,Positive
989,الله يعين على اللي جاي,LLM,Bedouin,High,Neutral
990,ما نفرط بحقنا أبد,Twitter,Bedouin,High,Neutral
991,الصبر والله يفرجها,Twitter,Bedouin,Medium,Positive
992,الدنيا دول ما تبقى على حال,LLM,Bedouin,High,Neutral
993,المال يروح ويجي,LLM,Bedouin,Medium,Neutral
994,العمر قصير لازم نستغله,LLM,Bedouin,High,Neutral
995,الأيام تعلمنا الكثير,LLM,Bedouin,High,Positive
996,من جد وجد ومن لعب ندم,Facebook,Bedouin,Medium,Positive
997,الحكمة بالسن الكبير,LLM,Bedouin,High,Neutral
998,نسأل الله السلامة والعافية,LLM,Bedouin,High,Positive
999,الفنجال الثاني للسيف والثالث للكيف,LLM,Bedouin,High,Neutral
1000,البدوي يعرف نجوم السما زي ما يعرف أهله,Twitter,Bedouin,High,Neutral
