text,Dialect,sentiment,confidence
ان شاء الله دايماً دياركم عامرة بالأفراح,Ammani,positive,high
النت ضعيف و الميتينق بقطع,Ammani,Negative,high
يا زلمة لا تصدق كل شي بتشوفه عالنت,Ammani,neutral,high
والله الحياة صارت سريعة,Ammani,neutral,high
بدي أروح عالجيم أغير جو وأحرك حالي,Ammani,Positive,high
يا زلمة الكلمة الحلوة طالعة والكلمة المرة طالعة,Ammani,neutral,high
والله الرزقة بدها حركة ومش قعدة بالبيت,Ammani,neutral,high
"والله الأيام بتركض ركض، استغل كل لحظة",Ammani,neutral,high
والله عمان بقلبي وين ما رحت,Ammani,Positive,high
"بشوف وبَرُدّلك خبر، ولا يهم",Ammani,neutral,high
"خَلّيها للأسبوع الجاي، بلكي رِوقِت الأمور",Ammani,neutral,high
والله على طرف لساني لسا بدي أحكيلك,Ammani,neutral,high
"والله ما غبت عن بالي، بس انشغلت شوي",Ammani,neutral,high
اصبر عليّ شهرين زمان وبكون عندك,Ammani,neutral,high
بلكي بكرة أو بعده بنمرّ عليك,Ammani,neutral,high
الله يكتب اللي فيه الخير,Ammani,Positive,high
"يا خوي راعينا بالسعر، إحنا زباينك",Ammani,neutral,high
بدنا نعمل جمعة يوم السبت بالحديقة,Ammani,Positive,high
"يا زلمة الأخبار بتسد النفس، سكر هالتلفزيون",Ammani,Negative,high
"خلينا باللي بنفهم فيه، السياسة إلها ناسها",Ammani,neutral,high
يا زلمة الهدف عالمي,Ammani,neutral,high
"خلينا نحضر المباراة بالقهوة، حماس أكثر",Ammani,Positive,high
لا تنسى الكاميرا عشان نصور,Ammani,neutral,high
والله ما هي غريبة عليك,Ammani,Positive,high
والله حقك عليّ ومن عيوني الثنتين,Ammani,Positive,high
والله ما نسينا المعروف ولا بننسى أهله,Ammani,Positive,high
يا زلمة إنت كفو وبتستاهل كل خير,Ammani,Positive,high
"يا خوي العتب على النظر، ما شفتك وأنا طالع",Ammani,neutral,high
"يا ويلي شو الأولاد بدوشوا بالحارة، بس مِحليينها",Ammani,positive,high
بدنا نروح نفطر حمص وفول من عند هاشم,Ammani,positive,high
والله ريحة الكستناء ع الصوبة بتفتح النفس,Ammani,positive,high
"يا خوي تلفح منيح، البرد بقص المسمار",Ammani,neutral,high
"شغل الكوندشن ع الحامي، بطلنا نجمع",Ammani,Negative,high
بدنا نجيب خبز وكاز قبل ما تسكر الدنيا,Ammani,neutral,high
"يا خوي لا تدفش، كلنا رح ننزل",Ammani,Negative,high
والله الأزمة خلتنا نقضي نص عمرنا بالباص,Ammani,Negative,high
والله ما في شي بضل على حاله,Ammani,neutral,high
"والله ربك ما بنسى حدا، خلي أملك كبير",Ammani,Positive,high
والله وجع ساعة ولا وجع كل ساعة.,Ammani,Neutral,high
"والله الدعاء بغير القدر، لا تقطع رجاك",Ammani,Positive,high
"يا سيدي هاردلك هالمرة، الجايات أكثر",Ammani,Positive,high
ما بسترجي يحكي كلمة قدام أبوه,Ammani,Neutral,high
"يا خوي إرسي لك على بر، شو بدك بالزبط",Ammani,Negative,high
شو يا كبير؟ وين سهرتكم اليوم,Ammani,neutral,high
يا زلمة فكك من هالسوالف الفاضية,Ammani,Negative,high
شو هاد المنظر,Ammani,Negative,high
يا زلمة لا تكون دراما بزيادة,Ammani,Negative,high
بدنا نروح نعزي,Ammani,neutral,high
والله الحلو من عند نفيسة ما في بعده,Ammani,Positive,high
بدنا نعمل لمة للشباب بمناسبة السفرة,Ammani,Positive,high
والله الفرحة ما بتكمل إلا بوجودكم,Ammani,Positive,high
يا خوي شرفتونا ونورتوا داركم,Ammani,Positive,high
والله الأردن جنة للي بعرف قيمتها,Ammani,Positive,high
والله الأمان نعمة كبيرة بالأردن,Ammani,Positive,high
الله يديم علينا الأمن والأمان,Ammani,Positive,high
والله الأكل بهاد المطعم سعره أوفر .,Ammani,Negative,high
السيستم واقع بالشركة اليوم,Ammani,Negative,high
خلينا نشيّر الموقع عشان الكل يوصل,Ammani,neutral,high
والله الشغلة بدها كرياتيفيتي,Ammani,neutral,high
والله الفايبس هون بتجنن,Ammani,Positive,high
خلينا نشيك عالمنيو قبل ما نطلب,Ammani,neutral,high
يا ويلي شو البيت معجوق من ورا الولاد,Ammani,Negative,high
سلميلي ع البنات كلهم,Ammani,Positive,high
يا خوي إحنا ضيوف عندك مش إنت ضيف عنا,Ammani,Positive,high
والله القلوب مفتوحة قبل البيوت.,Ammani,Positive,high
يا زلمة بيضت وجهنا وما قصرت بالمرة,Ammani,Positive,medium
"هاي، كيفك؟ سو شو الخطّة اليوم؟",Ammani,neutral,high
والله المود اليوم مش زيادة,Ammani,Negative,high
"والله الفرصة بتيجي مرة وحدة، استغلها",Ammani,Positive,high
الكلمة بتكسر وبتجبر,Ammani,neutral,high
"إجا يكحلها، عماها",Ammani,Negative,high
اللي بياكل على ضرسه بنفع نفسه,Ammani,neutral,high
اللي بدق الباب بيسمع الجواب,Ammani,neutral,high
يا خوي إحنا أهل والدار دارك دايماً,Ammani,Positive,high
والله الصحة أهم من كل شي,Ammani,Positive,high
يا خوي إبعتلي إياها واتساب أسهل,Ammani,neutral,high
"والله الشحن طار، معك باور بانك؟",Ammani,Negative,high
يا زلمة شو القصة؟ السير واقف والناس معصبة,Ammani,Negative,high
"يا خوي لا تحمل السلم بالعرض، هونها وتهون",Ammani,Positive,high
بدنا نجيب كنافة ونحلي بنجاحك,Ammani,Positive,high
الله يديم الأفراح في دياركم دايماً,Ammani,Positive,high
ايش فيه الدنيا طعة وقايمة,Ammani,Negative,medium
السواقة بعمان بدها أعصاب من حديد,Ammani,Negative,high
"يا زلمة لا تزمّر، والله السير واقف",Ammani,Negative,high
"انتبه ع الطريق، لا تضل تطّلع ع التلفون",Ammani,neutral,high
والله البيت بدون حسّك ما اله طعم,Ammani,Positive,high
"والله الولاد جننوني اليوم، الله يهديهم",Ammani,Negative,high
والله قهوة الصبح مع الوالدة غير شكل,Ammani,Positive,high
"لا تظل سهران ع التلفون، وراك دوام",Ammani,neutral,high
"اللي ما فيه خير لأهله، ما فيه خير للناس",Ammani,neutral,high
إنت قد حالك,Ammani,Positive,high
"والله العريس منور، الله يتمم له على خير.",Ammani,Positive,high
خليك راعي واجب وقوم بالضيف,Ammani,neutral,high
في أمان الله وبنشوفكم بالأفراح دايماً,Ammani,Positive,high
بدي أفصل أواعي عند خياط شاطر,Ammani,neutral,medium
بدي أجيب أغراض المونة قبل الشتوية,Ammani,neutral,high
يا معلم في عندك زيت زيتون بلدي أصلي؟,Ammani,neutral,high
يا خوي إحكيلي الصافي قديش بدك تبيع؟,Ammani,neutral,medium
والله عمان صارت كلها مولات ,Ammani,neutral,high
المعاملة صار لها أسبوع وما خلصت,Ammani,Negative,high
يا خوي لا تنسى تجيب معك دفتر العيلة,Ammani,neutral,high
يا خوي في عندك قلم زيادة أكتب فيه؟,Ammani,neutral,high
بدي أشتري كتاب جديد أقرأه بالمواصلات,Ammani,neutral,high
بدي أروح عالبحر الميت اغير جو,Ammani,Positive,high
بدنا نعمل قطايف ونقعد قعدة رواق.,Ammani,Positive,high
"يا ويلي شو الأسعار نار، بطلنا نلحق",Ammani,Negative,high
شو هالقعدة؟ قعدة ختايرة بوسط البلد يوم جمعة؟,Ammani,neutral,high
والله الراتب طار وما لحقنا نتهنى فيه بالمرة,Ammani,Negative,high
"والله المحبة من الله، وإنت دخلت قلبي بسرعة.",Ammani,Positive,high
شوف الرادار لقطنا ولا لسه؟ شكلي كنت طاير,Ammani,Negative,high
" النفق مسكر، شكله في حادث",Ammani,Negative,high
"يا زلمة صُفّ ع اليمين خليني أنزل، روحي طلعت",Ammani,Negative,high
يا زلمة إمشي وراك ناس مستعجلة وعندها شغل,Ammani,Negative,high
الشارع هاد دايماً فيه عجقة بدون سبب,Ammani,Negative,high
العجقة عند الدوار السابع بتجيب الجلطة,Ammani,Negative,high
"يا خوي دير بالك ع حالك، إنت غالي علينا",Ammani,Positive,high
الجو بقلب بثانية الصبح صيف و بالليل شتا,Ammani,neutral,high
"يا زلمة أبشر بالفزعة، لو بدك الروح ما تغلى.",Ammani,Positive,high
إحنا ولاد بلد وبنعرف بعض من نظرة العين.,Ammani,Positive,high
"يا خوي إختصر، ورانا  أشغال ومواعيد",Ammani,Positive,high
"شو هاد؟ كاشخ اليوم على الآخر، وين السهرة؟",Ammani,Negative,high
"يا زلمة لا تكون رسمي زيادة، إحنا أهل.",Ammani,Positive,high
"والله السعر هاد بدو ميزانية دولة، راعينا.",Ammani,Negative,high
"والله بضاعتك نخب أول، بتستاهل كل قرش.",Ammani,Positive,high
سلملي ع الأهل فرداً فرداً بلا استثناء,Ammani,Positive,high
والله اليوم كان كتير حلو وانبسطت معكم,Ammani,positive,Medium
شاكه انو الدكتور رح يجيبلنا اسئلة من المريخ,Ammani,negative ,high
ولك الف مشروع وراك ليه هيك قاعد,Ammani,negative ,high
طفوا التلفزيون صوتو عالي,Ammani,Neutral,Medium
نفسيتي هاد الشهر بتعتمد عمباراة اليوم,Ammani,Neutral,high
نفسي اشوف شوفير باص مش لئيم,Ammani,Neutral,high
 اليوم كان سيء وكل إشي خرب معي,Ammani,negative ,high
عنجد الموضوع مستفز وما بينسكت عليه بسهوله,Ammani,negative ,high
اليوم رحت عالجامعة وحضرت كل المحاضرات,Ammani,Neutral,Medium
فتحت اللابتوب واشتغلت على المشروع ساعتين,Ammani,Neutral,Medium
اشتقتلك كتير بس بنفس الوقت كنت زعلانة منك,Ammani,positive,Medium
الأكل كان طيب بس الكمية كانت قليلة,Ammani,positive,high
مليش أحكي مع حدا اليوم بالمره,Ammani,Neutral,high
وطي عالنار تحت الطنجره لوسمحتي,Ammani,Neutral,high
فرجيني شو جبتي من المول,Ammani,Neutral,high
شو حاب تشرب البيت بيتك,Ammani,Neutral,high
"لا والله ما صحلي ازورها, قولتك زعلت؟",Ammani,negative,high
البيت كتير وسخ! زي القرود,Ammani,negative,high
سعر الدهب صاير بالسما,Ammani,negative,high
مافي وقت قومي البسي تأخرنا عالجماعة,Ammani,nuetral,high
حطوا اكل للبسس الي برا حرام شكلهم جوعانين,Ammani,positive,high
والله الخضار العام بجنن لازمنا طلعة,Ammani,positive,high
عندي شغل بلاوي مش فاضي دبروا حالكم,Ammani,negative ,high
ولك بعدين معك! وطي صوتك,Ammani,negative ,high
دراستي مبارح كلها عالفاضي جد اشي بخزي,Ammani,negative ,high
شوف شو ناقصنا اغراض من التلاجه,Ammani,Neutral,high
شو انها شرشوحه ومفزلكة,Ammani,negative ,high
تأدب لما تحكي معو الزلمه كبير,Ammani,negative ,high
كتير زهقانه شو رأيكم نطلع طشه,Ammani,Neutral,high
"شفته وهو بغش بالامتحان, يمكن يفصلوه من الجامعة",Ammani,negative ,high
مسكرين الشارع كأنو؟ خير شو في,Ammani,Neutral,high
قديه الحساب لو سمحت بدي الفاتورة,Ammani,Neutral,high
شو حكالك الدكتور؟ طمنا,Ammani,Neutral,high
البلكونه كلها تراب! الاواعي توسخوا,Ammani,negative ,high
خبصت بامتحان السواقه اليوم من كتر الضغط,Ammani,negative ,high
لازم ننزل الصوبا الشتويه بلشت,Ammani,positive,high
شو طابخين اليوم؟ احنا عاملين منسف,Ammani,Neutral,high
ماما وبابا راحوا عالعمرة وجابولنا هدايه معهم,Ammani,Neutral,high
نسيت كيف اسوي الرز بصير تساعدني,Ammani,Neutral,high
الاكل كتير مزنخ مارح ارجع ع هاد المطعم,Ammani,negative ,high
الطريق ازمه والناس كلها بتدافش,Ammani,negative ,high
الله يهنيهم مبارح كانت الخطبه,Ammani,positive,high
ولك مين مفكره حالك؟ احترمي حالك,Ammani,negative ,high
الزريعه ناشفه وبدها مي قوم اسقيها,Ammani,negative ,high
لسا معك وقت لا تتوتري بتلحقي,Ammani,positive,high
سمعت عن الحادث مبارح؟ مالها الناس انهبلت,Ammani,negative ,high
خلص انتو اطلعوا وانا بلحقكم,Ammani,Neutral,high
عادي تعطيني قلم تاني هاد ناشف,Ammani,Neutral,high
جد استفزتني ما خلتني احكي,Ammani,negative ,high
مش منطق الي بتحكي فيه,Ammani,negative ,high
شو وين هالغيبه زمان عنك ,Ammani,Neutral,high
بلاش ما نزعل من بعض ,Ammani,negative ,high
وين كاين طالع بنصاص الليالي ,Ammani,negative ,high
والله انو شب زقرت ما عليه كلام ,Ammani,negative ,high
من وين جبتوا طقم الكنب كتير حلو,Ammani,positive,high
بديش انام حكيتلك مش نعسان,Ammani,negative ,high
من وينلك كل هالمصاري عمين كاين تضحك,Ammani,negative ,high
صوت الزفه واصل اخر الشارع مش عارفين ننام,Ammani,negative ,high
اطلع عالسطح تفقد الخزان شكله فاضي,Ammani,Neutral,high
بالله ياخوي تحرك لانك مسكر علي,Ammani,negative ,high
مش عاجبني اسلوبك بالنقاش ,Ammani,negative ,high
ليه ما سلمت ع خالتو عيب عليك,Ammani,negative ,high
والله ما توقعت هيك يصير معي بهالسرعة,Ammani,Negative,high
اليوم كان لطيف ومرق بدون  توتر,Ammani,Positive,Medium
صحيت متأخرة شوي بس لحقت المحاضرة,Ammani,Neutral,Medium
القعدة كانت رايقة بس الاغاني كانت مزعجة,Ammani,Positive,Medium
عنجد انبسطت لما شفتكم بعد هالغيبة,Ammani,Positive,High
تعبت من كتر التفكير بالموضوع نفسو,Ammani,Negative,High
رحت عالسوق وجبت أغراض للبيت,Ammani,Neutral,Low
الجو حلو بس الدنيا مغبرة بشكل غريب,Ammani,Positive,Medium
حسيت حالي مرتاحة لما خلصت كل شي,Ammani,Positive,High
كل يوم في مشكلة جديدة بتطلع فجأة,Ammani,Negative,High
قعدت أدرس شوي وبعدين أخدت بريك,Ammani,Neutral,Medium
الفلم حلو بس نهايته ما كانت مقنعة,Ammani,Positive,Medium
فرحت كتير بالخبر اللي وصلني اليوم,Ammani,Positive,High
ما حبيت أسلوبه بالحكي أبداً اليوم,Ammani,Negative,High
قضيت وقتي بين الشغل وترتيب الغرفة,Ammani,Neutral,Low
المكان مرتب بس الأسعار كانت غالية,Ammani,Positive,Medium
عنجد ضليت أضحك من الموقف الغريب,Ammani,Positive,High
زهقت من نفس الوجوه كل يوم بالجامعة,Ammani,Negative,High
شغلت اللابتوب وبلشت أكتب التقرير,Ammani,Neutral,Medium
انبسطت بالبداية بس بعدين ملّيت شوي,Ammani,Positive,Medium
حسيت بطاقة حلوة من الصبح لآخر اليوم,Ammani,Positive,High
الموضوع كبر زيادة عن اللزوم بصراحة,Ammani,Negative,High
رحت أتمشى شوي عشان أغير جو,Ammani,Neutral,Medium
الجو شمس بس الهوا بارد شوي,Ammani,Positive,Low
كتير حبيت كيف طلع شكلي اليوم,Ammani,Positive,High
ضايقني تصرفه وما عرفت كيف أرد,Ammani,Negative,High
قعدنا نحضر مسلسل بدون ما نحكي كثير,Ammani,Neutral,Low
الأكل طيب بس بارد شوي,Ammani,Positive,Low
انبسطت لما خلصت كل شغلي بدري,Ammani,Positive,High
مش قادرة أتحمل الضغط هالفترة أبداً,Ammani,Negative,High
رتبت أغراضي وحطيت كل شي بمكانه,Ammani,Neutral,Medium
الفكرة حلوة بس بدها شغل أكتر,Ammani,Positive,Medium
ضحكت كتير اليوم مع البنات بالجامعة,Ammani,Positive,High
تعبت من القعدة بالبيت بدون تغيير,Ammani,Negative,High
فتحت الموبايل وضليت أتصفح شوي,Ammani,Neutral,Low
المكان حلو بس بعيد شوي عني,Ammani,Positive,Medium
عنجد حسيت حالي مبسوطة من جوا اليوم,Ammani,Positive,High
ما توقعت الموضوع يضايقني لهالدرجة,Ammani,Negative,High
قعدت أرتب جدولي للأسبوع الجاي,Ammani,Neutral,Medium
الطقس حلو بس في شوية غبرة,Ammani,Positive,Medium
كتير انبسطت بالنتيجة اللي وصلت إلها,Ammani,Positive,High
انقهرت من التأخير اللي صار اليوم,Ammani,Negative,High
مرّ اليوم بشكل طبيعي بدون مفاجآت,Ammani,Neutral,Low
القعدة كانت حلوة بس قصيرة,Ammani,Positive,Medium
حسيت براحة نفسية لما خلصت الحكي,Ammani,Positive,High
زعلت لأنه ما سأل عني أبداً,Ammani,Negative,High
اشتغلت شوي وبعدين ارتحت نص ساعة,Ammani,Neutral,Medium
الفيلم ممتع بس طويل زيادة,Ammani,Mixed,Medium
فرحت لما شفت الدعم من الكل,Ammani,Positive,High
تعبت من كتر الالتزامات ورا بعض,Ammani,Negative,High
والله اليوم حسيت حالي خفيفة وما في ضغط,Ammani,Positive,High
عنجد الموضوع زاد عن حده وصار مزعج,Ammani,Negative,High
قعدت أراجع المحاضرات قبل ما أنام,Ammani,Neutral,Medium
الطلعة كانت حلوة بس الطريق كان زحمة,Ammani,Mixed,Medium
كتير انبسطت من الجو الحلو اليوم,Ammani,Positive,High
مش فاهمة ليش كل شي عم يعقد معي,Ammani,Negative,High
رحت أشتري قهوة ورجعت بسرعة,Ammani,Neutral,Low
المكان مرتب بس الجو فيه حر زيادة,Ammani,Mixed,Medium
حسيت بطاقة إيجابية من أول اليوم,Ammani,Positive,High
كل إشي كان ماشي غلط بدون ترتيب,Ammani,Negative,High
اشتغلت شوي على المشروع وبعدين وقفت,Ammani,Neutral,Medium
الفكرة ممتازة بس التطبيق ضعيف شوي,Ammani,Positive,Medium
فرحت كتير لما خلصت كل التزاماتي,Ammani,Positive,High
زعلت لأنه ما احترم الوقت أبداً,Ammani,Negative,High
قعدنا نحكي شوي عن الشغل وبس,Ammani,Neutral,Low
الأكل زاكي بس الكمية كانت قليلة,Ammani,Positive,Medium
عنجد ضحكت من قلبي على الموقف,Ammani,Positive,High
زهقت من الروتين اليومي بدون تغيير,Ammani,Negative,High
فتحت التلفزيون وحضرت برنامج عادي,Ammani,Neutral,Low
الجو حلو بس في شوية رطوبة,Ammani,Positive,Medium
حسيت حالي مرتاحة نفسياً طول اليوم,Ammani,Positive,High
تعبت من كتر التفكير بدون نتيجة,Ammani,Negative,High
رحت أتمشى شوي قبل ما أرجع,Ammani,Neutral,Medium
المكان حلو بس في ضجة عالية,Ammani,Positive,Medium
كتير حبيت اللوك تبعي اليوم,Ammani,Positive,High
ضايقني كلامه وما قدرت أتجاهله,Ammani,Negative,High
قعدت أكتب ملاحظاتي على الدفتر,Ammani,Neutral,Medium
القعدة حلوة بس قصيرة شوي,Ammani,Positive,Medium
انبسطت لما شفت صحباتي بالجامعة,Ammani,Positive,High
مش قادرة أركز من كتر الضغط,Ammani,Negative,High
رتبت غرفتي وحسيت بفرق كبير,Ammani,Positive,Medium
الجو لطيف بس الهوا قوي شوي,Ammani,Positive,Medium
حسيت بسعادة لما خلصت المهمة,Ammani,Positive,High
الموضوع مستفز وما بينسكت عليه,Ammani,Negative,High
قعدت أشتغل على اللابتوب ساعة,Ammani,Neutral,Medium
المكان جميل بس بعيد عني شوي,Ammani,Positive,Medium
انبسطت بالقعدة مع العيلة اليوم,Ammani,Positive,High
زعلت لأنه تجاهلني بدون سبب,Ammani,Negative,High
رحت أشتري أغراض بسيطة للبيت,Ammani,Neutral,Low
الأكل طيب بس بارد شوي,Ammani,Positive,Low
حسيت براحة لما خلصت الشغل,Ammani,Positive,High
تعبت من الزحمة اللي صارت اليوم,Ammani,Negative,High
قعدنا نحضر فيلم بدون تعليق,Ammani,Neutral,Low
الطقس حلو بس مغبر شوي,Ammani,Positive,Medium
فرحت من النتيجة اللي طلعت معي,Ammani,Positive,High
انقهرت من التأخير اللي صار,Ammani,Negative,High
مرّ اليوم بدون أي أحداث مهمة,Ammani,Neutral,Low
القعدة كانت لطيفة بس هادية زيادة,Ammani,Positive,Medium
حسيت بطاقة حلوة من اللي حوالَي,Ammani,Positive,High
ما إلي خلق أحكي مع حدا اليوم,Ammani,Negative,High
والله اليوم كنت مرتاحة ومش شايلة هم,Ammani,Positive,High
عنجد الوضع صار يضغط علي بشكل كبير,Ammani,Negative,High
صحيت الصبح وروحت أخلص كم شغلة,Ammani,Neutral,Medium
الطلعة حلوة بس التعب كان واضح علي,Ammani,Positive,Medium
كتير انبسطت من القعدة الحلوة اليوم,Ammani,Positive,High
مش عارفة كيف بدي أتعامل مع الموضوع,Ammani,Negative,High
رحت عالجامعة وحضرت محاضرتين بس,Ammani,Neutral,Medium
المكان مرتب بس الجو كان خانق شوي,Ammani,Positive,Medium
حسيت براحة لما خلصت كل اللي علي,Ammani,Positive,High
كل شي اليوم كان ملخبط ومش ماشي,Ammani,Negative,High
قعدت أشتغل شوي وبعدين أخدت استراحة,Ammani,Neutral,Medium
الفكرة حلوة بس بدها ترتيب أكتر,Ammani,Positive,Medium
فرحت لما شفت النتيجة طالعة منيحة,Ammani,Positive,High
زعلت لأنه ما وقف معي بهيك موقف,Ammani,Negative,High
قعدنا نحكي عن خطط الأسبوع الجاي,Ammani,Neutral,Low
الأكل زاكي بس ناقصه ملح شوي,Ammani,Positive,Medium
عنجد ضحكت كتير من الموقف اللي صار,Ammani,Positive,High
زهقت من نفس النمط كل يوم بدون تغيير,Ammani,Negative,High
فتحت اللابتوب واشتغلت على واجب بسيط,Ammani,Neutral,Medium
الجو حلو بس في شوية حر مزعج,Ammani,Positive,Medium
حسيت بطاقة إيجابية طول فترة النهار,Ammani,Positive,High
تعبت من التفكير الزايد بدون فايدة,Ammani,Negative,High
رحت أتمشى لحالي عشان أغير جو,Ammani,Neutral,Medium
المكان حلو بس في ناس كثير مزعجين,Ammani,Positive,Medium
كتير حبيت كيف الأمور ماشية معي اليوم,Ammani,Positive,High
ضايقني الحكي اللي انحكى قدامي اليوم,Ammani,Negative,High
قعدت أرتب أولوياتي لليوم الجاي,Ammani,Neutral,Medium
القعدة حلوة بس الوقت مرّ بسرعة,Ammani,Positive,Medium
انبسطت لما شفت دعم من اللي حوالي,Ammani,Positive,High
مش قادرة أركز من كتر التفكير والتوتر,Ammani,Negative,High
رتبت غرفتي وحسيت براحة نفسية كبيرة,Ammani,Positive,Medium
الجو لطيف بس في غبرة خفيفة اليوم,Ammani,Positive,Medium
حسيت بسعادة لما خلصت كل واجباتي,Ammani,Positive,High
الموضوع صار يزعجني وما بقدر أتجاهله,Ammani,Negative,High
قعدت أشتغل على مشروعي لفترة قصيرة,Ammani,Neutral,Medium
المكان حلو بس شوي بعيد عن البيت,Ammani,Positive,Medium
انبسطت بالقعدة مع صحباتي اليوم,Ammani,Positive,High
زعلت لأنه ما اهتم بكلامي أبداً,Ammani,Negative,High
رحت أشتري كم غرض ورجعت بسرعة,Ammani,Neutral,Low
الأكل طيب بس بارد ومش طازة,Ammani,Positive,Medium
حسيت براحة لما خلصت الشغل تبعي,Ammani,Positive,High
تعبت من الزحمة والطريق الطويل اليوم,Ammani,Negative,High
قعدنا نحضر فيلم بدون أي تعليق,Ammani,Neutral,Low
الطقس حلو بس الهوا قوي شوي,Ammani,Positive,Medium
فرحت من النتيجة اللي وصلت إلها,Ammani,Positive,High
انقهرت من التأخير اللي صار معي,Ammani,Negative,High
مرّ اليوم بشكل طبيعي بدون أحداث,Ammani,Neutral,Low
القعدة كانت رايقة بس شوي مملة,Ammani,Positive,Medium
حسيت بطاقة حلوة من وجود الناس,Ammani,Positive,High
ما إلي نفس أتعامل مع حدا اليوم,Ammani,Negative,High
اشتغلت شوي على اللابتوب وبعدين سكرت,Ammani,Neutral,Medium
رحت أتمشى شوي حوالين الحارة ورجعت,Ammani,Neutral,Medium
قعدنا ساكتين فترة بدون أي حكي,Ammani,Neutral,Low
صحيت الصبح متأخرة شوي بدون سبب,Ammani,Neutral,Low
قضيت وقتي أتنقل بين الشغلات بدون تركيز,Ammani,Neutral,Medium
ولك اليوم كنت طايرة من الفرحة بدون سبب,Ammani,Positive,High
عنجد انبسطت من الضحك اللي صار بينا,Ammani,Positive,High
يا زلمة حسيت الدنيا حلوة فجأة هيك,Ammani,Positive,High
والله القعدة كانت نار وما في زيها,Ammani,Positive,High
اليوم حسيت حالي خفيفة وما في هموم,Ammani,Positive,High
عنجد يوم بفتح النفس من كل النواحي,Ammani,Positive,High
كتير حبيت كيف كل شي زبط معي اليوم,Ammani,Positive,High
حسيت حالي مرتاحة من جوا بدون توتر,Ammani,Positive,High
يا ريت كل الأيام تكون زي هيك عنجد,Ammani,Positive,High
عنجد ضليت أضحك من المواقف طول اليوم,Ammani,Positive,High
ولك اليوم كان زفت من أوله لآخره,Ammani,Negative,High
عنجد مش طايقة حالي ولا طايقة حدا,Ammani,Negative,High
يا زلمة كل شي كان معكوس اليوم بشكل غريب,Ammani,Negative,High
حسيت حالي مضغوطة ومخنوقة من كل إشي,Ammani,Negative,High
والله ما إلي نفس أتعامل مع أي حدا,Ammani,Negative,High
زهقت من القعدة وما في إشي يتغير,Ammani,Negative,High
عنجد الموضوع قرفني وما عاد أتحمله,Ammani,Negative,High
اليوم مرّ تقيل وكل دقيقة كانت ساعة,Ammani,Negative,High
يا ربي شو هالحظ اللي مش راضي يزبط,Ammani,Negative,High
عنجد تعبت من التفكير الزايد بهالموضوع,Ammani,Negative,High
