label,text
Mixed,من روأع النثر لفاروق جويدة لكن تأثر عليه الافكار القومية .
Negative,هل يقاسي الذي ينتظر دائما أكثر من الذي لم يجرب الإنتظار ؟
Positive,كتاب جمييل جدا استمتعت بقرائته وعشت معه عوالم رائعة متشوقة لقراءة الجزء الثالث
Mixed,مرضي. السعر مناسب بالنسبة للمكان ومساحة الشقه. الطاقم تعامله نوعا ما غير جيد
Positive,رباه أشياءه الصغرى تعذبني فكيف أنجو من الأشياء رباه. هنا جريدته في الركن مهملة هنا كتاب معا كنا قرأناه. مالي أحدق في المرآة أسألها بأي ثوب من الأثواب ألقاه . أأدعي أنني أصبحت أكرهه وكيف أكره من في الجفن سكناه. وكيف أهرب منه إنه قدري هل يملك النهر تغييرا لمجراه ... أحبه .. لست أدري ما أحب به حتى خطاياه ما عادت خطاياه
Negative,بعد اول مرة تعبت منه بشدة وبعد ذلك عرفت انه تم اغلاق المحل من قبل بلدية الخبر بسبب النظافة والله اعلم ولكنه بوجه عام من وجهة نظرى سئ جدا جدا جدا ولن اكرر الزيارة له ابدا
Positive,كتاب رائع يروى مقتطفات من حياة النبى عليه أفضل الصلاة والسلام نستنبط منها طرقا للعيش فى سعادة ...ولسوف يجد القارىء متعة وسعادة بالغة عند قراءة الكتاب واستكماله إلى نهايته.
Negative,مخيب للأمل. عادي.
Positive,"رواية رائعة. أرهقتني كثيرا لمقدار الحزن الكبير فيها ، أشعر حقا أنني قد عانيت معاناتهم ، كثيرا ما بكيت وبت الآن أحمل بقلبي هما ، ما حدث بالرواية واقعي جدا لذلك سأحاول جاهدة أن أحمي نفسي وكل من أحبه من أن يغزو ذاك الفكر المتطرف عقول أي منا ، أحببت ليلى وحزنت على عمر لدرجة كبيرة ، كان بالنسبة لي بطلا حقا ، مثقف وصادق وقلبه طيب والأهم من ذلك ضحى من أجل حبه ، أظن أن هذه الحياة بهذا الشكل ، فهي تعاقب الشخص الغشيم تعاقبه كثيرا لأنه لم يتوخى حذره جيدا ، راق لي ذاك الحب الذي ولد من رحم داعش ، برأيي إن لم نعاني يوما بسبب الحب فنحن لم نحب أصلا رغم المعاناة إلا أن الأمل واللهفة لم تغيبا أبدا ، فهذا هو الحب ، الرواية واقعية لأبعد الحدود ، هي صورة لمجتمعنا الذي يقوده الجهل والظلم إلى جهل وظلم أكبر كداعش ، أتمنى حقا أن نمتلئ بالوعي حتى لا نصبح عرضة لتلك الثغرات في مجتمعاتنا ، الرواية لم أستطع أن أتركها ، فانهيتها في جلسة واحدة ، لغة الرواية سهلة سلسة والأحداث متسلسلة مترابطة ، وليس هناك ذلك الذكاء في اللغة الذي يشدك لقراءة الكتاب والاستمتاع به ، ولكن الأحداث شدتني لدرجة كبيرة ، والكاتبة ما زالت في البداية وأنا أتطلع لقراءة جديدها بإذن الله ، والنهاية مع أنها كانت حزينة ومؤلمة ولكنها برأيي عادلة وواقعية فأنا لا أحب النهايات الكاذبة ،"
Negative,ضعيف جدا. لا شئ. كل شيئ
Positive,"جيد. التعامل الراقي، والحرص على واحة الزائر، تنظيف الغرف باستمرار.. الأكل كان متنوع ولكن بارد ولا يوجد تغيير في الأصنام خلال السبعة أيام، الأصنصيرات غير منظمة وصعبة الوصول."
Negative,ضعيف جدا. لاشئ. خدمة الغرف لاتتوفرعلى مدار ساعة خدمات الفندق محدودة من ناحية الشبكة الاتصال وبطاقات الشحن البوفيه الافطار مكرر ونفسه لمدة ليالي قدمت شكوى بخصوص نزلاء قامو بالتحرش فيني وقمت بالشكوى ولم ارى اي ردة فعل او متابعه من الاداره.. لن اكرر السكن في هذا الفندق مرة اخرى
Mixed,"مقبول. الغرفه مستوى جميل وراقي. ازعاج جدا، سكنا في غرفه لغير المدخنين ولكن الرائحه رائحة دخان"
Positive,جيد جدا. الموقع والاطلالة. السعر مبالغ فيه خاصة بعد الضرائب
Negative,"سيء للغاية لا عجب في أن صناعة السياحة الأسترالية في مأزق بعد محاولة حجز غرفة في فندق شيراتون سيدني أون ذي بارك يوم اغسطس . اتصلت بهم تليفونيا وقاموا بالرد ثم وضعوني على الفور قيد الانتظار مع رسالة مزعجة ومرتفعة تعلن عن شيء ما ليس له علاقة بالأمر. تحتاج إلى إبعاد الهاتف عن أذنك كما لو أن هناك أصوات انفجارات. ثم تستمع إلى عدد من الأصوات المختلفة كما لو أن هناك شخص يحاول التقاط المكالمة ولكن اختار ألا يفعل ذلك وتظل قيد الانتظار لمدة دقائق. وفي نهاية المطاف، يلتقط شخص ما المكالمة ويسألك عما تريد فأجبته الحجوزات من فضلك . وبعد الانتظار لحوالي دقائق أخرى والاستماع إلى المزيد من نغمات الاتصال الغريبة، يتم تحويلك في النهاية إلى مشغل الحجز المركزي والذي يبدو كما لوكان في مركز للاتصال في سنغافورة. تتحدث إلى آنسة في سنغافورة تفتقر إلى مهارات الاستماع الأساسية ولا تفهم لغتنا الإنجليزية الغربية جيدا وتتحدثها بشكل ضعيف، كما أن التأخير في التحدث والاستماع يعني أن يقاطع كل منكم الآخر باستمرار. الخط غير واضح. يبدو أن الأمر يستغرق أبد الدهر حتى يفهم المشغل طلبي. لقد قررت أن فندق شيراتون أو ذي بارك لا يستحق الإقامة فيه خلال عملي وقمت بإنهاء المكالمة. إذا كانوا لا يستطيعون إجراء الحجوزات البسيطة بشكل صحيح، فإن بقية الخدمة ستكون مثيرة للإحباط ورديئة. لن يكون هناك أي تعامل مرة أخرى أبدا مع فندق شيراتون أون ذي بارك. روس بي كينيدي"
Positive,فندق جميل . الموقع ممتاز وغرف واسعه واثاث راقي وتقنية تكنولوجيا جيده وخدمه العملاء جيدة. الاسعار مرتفعه و الادوات الصحية في الحمام تحتاج الى اهتمام
Negative,الكتاب تصميم غلافه حلو وألوانه واسمه وبدأ بداية كويسه ودمها خفيف لما اتكلم عن رأي الناس في العشوائيات عن كتاب الرجال من المريخ والنساء من الزهرة وعلشان كده قيمته بنجمه باقي الكتاب بقى ممل وفيه أفكار أي حد عارفها ده غير الأسلوب الركيك اللي اتكتب بيه حقيقي حسيت بغثيان من الكتاب ده وأسلوبه مش فاهمه ازاي فيه واحد رافض ان المرأه تتعلم وشايفها مشكلة في العصر اللي احنا عايشينه. فيه كمان تناقضات كبيرة في الكتاب ده وفيه وصف لتفكير عدد كبير من الذكور المحسوبين علينا رجالة
Mixed,حسن. الموقع اللوبي. الازعاج ليلا المسبح صغير جدا
Mixed,كتاب لذيذ لم يهدف الكاتب منه كما قال فى البداية سوى السخرية من بعض المواقف كتاب خفيف لكنه لا يخلو من روعة اسلوب د/احمد خالد توفيق
Negative,ضعيف. النظافه والترتيبحسن الاستقبال التعاون يبعد عن الحرم تقريبا دقائق سيرا على الاقدام. السحور جدا غالي الفرد الواحد فقط ب لايوجد مطاعم قريبه من الفندق
Negative,لن اذهب الى هذا فندق مرة اخرى . . موقع فندق لا يناسب مع مكان لانه موقف حافلات امام فندق مم يشكل زحمه سيرا
Mixed,من الكتب الرائعه التاريخه التي تصلك لعالم اخر لم اكن اعلمه من قبل :
Positive,المسرحية رائعة واستمتعت بالموسيقى الى فيها. جذبنى فى بداية المسرحية فكرة ان الكلمة ممكن تقتل و عملتلى فلاش كده علا حلاج اخر فى عصرنا الحديث الى كان مؤمن بالحب والكلمه هو الاخر. فى البدء كانت كلمة الرب الاله . خلقت حياه والخلق منها اتعلموا. فإتكلموا. الكلمة ايد الكلمة رجل الكلمة باب. الكلمة لمبة كهربية فى الضباب. الكلمة كوبرى صلب فوق بحر العباب. الجن ياأحباب مايقدر يهدمه. فاتكلموا . بعد كده الصراع الى حاصل ما بين السلطه والشعب. على حقوق الشعب ..والى بيتحاول من صراع فقر وغنى الى صراع ايمان وكفر. مش فاهم باى حق حد يفتش فى ايمانك ....ولما يتاكد انك مؤمن يسألك عن طريقة الايمان. ويلغوش على حقوقكك. الواقع الان. المشكلة الانسانية لاخرى على طريقة تعامل الانسان مع الاله الى بيعبده .....فى ناس ما بتعرفش تتعامل الا بالحب ايه المشكلة لدرجة ديه الحب شيىء مرعب لبعض الناس. من اجمل كلمات الحلاج فى المسرحية. خالوا الدنيا الفاسدة المتهرئة. ودعوا أحلامكم تنسج دنيا أخرى. . ليس العدل تراثا يتلقاه الأحياء عن الموتى ..أو شارة حكم تلحق باسم السلطان اذا ولى الامر..كعمامتها او سيفه. مات الملك العادل..عاش الملك العادل. العدل مواقف. العدل سؤال أبدى يطرح كل هنيهة ... إذا ألهمت الرد. تشكل فى كلمات أخرى وتولد عنه سؤال أخر ..يبغى الرد. العدل حوار لا يتوقف بين السلطان وسلطانه. . عاينت الفقر يعربد فى الطرقات. ويهدم روح الانسان. . الفقر هو القهر. الفقر هو استخدام الفقر لقهر الروح. الفقر هو استخدام الفقر لقتل الحب وزرع البغضاء. الفقر يقول لأهل الثروة. اكره جميع الفقراء. فهم يتمنون زوال النعمة عنك. ويقول لأهل الفقر. إن جعت فكل لحم أخيك. الله يقول لنا :. كونوا أحبابا محبوبين. الفقر يقول لنا :. كونوا بغضاء بغاضين. اكره ..اكره ..اكره
Mixed,حكي ممتع .. تقاطعت أفكاره مع كثير من أفكاري.. استوقفتني الفوضى في أرجائه.. لم أنتهي من خلاله إلى فكرة محددة.. ربما لتعدد عنوانيه وأقسامه.. وربما كذلك لتباعد فترات الكتابة وتعددها.. بداية مبشرة وكفى.
Positive,الحقيقة الكلام الحلو على الرواية دى يبقى حاجة قليلة اوى بصراحة انا شايفة انها كان لازم تترشح للبوكر وتاخد الجايزة كمان أو تترشح لآى مسابقة ابداع عربية وتستحق المركز الاول بكل جدارة انا معرفش شريف ثابت وأول مرة اسمع اسمه واسمع عن الرواية دى اصلا بس حبيت اجازف واتعرف على ادباء جداد والحقيقة وانا بشتريها كنت بدعى ربنا تطلع حلوة هى مطلعتش حلوة لا هى طلعت رائعة ورهيبة بجد وقد إيه للأسف لو كان فى فرصة كان ممكن تبقى حقيقة بشعة واقعية فى حياتنا والحمد لله إن الفرصة مش موجودة أنا بشكر الكاتب جدااا من كلقلبى الحقيقة أنا معرفتش اسيب الرواية وخلصتها على يومين من كتر جمالها وبحى فيه روح الابداع اللى عنده واتمنى له روايات ناجحة تانى زى دى كدة إن شاء الله :
Positive,رائع . الضيافه والنظافه ونوع الماكولات لانني اميل للاكل الهندي. كان في سوء فهم بالدخول ولكن سرعان ما تم تداركها والاعتذار
Positive,"مع الكتب أتقنت القراءة البصرية ،، إلا أنني في الشعر أتمهل وأقرأ بلساني وقلبي وروحي . . أنا لم أكن أدري. بأن بداية الدنيا لديك ... وأن آخرها إليك ... وأن لقيانا قدر. . عصفورة. عصفورة سقطت. على أغصان قلبي .. وارتمت. وجناحها المكسور في عيني بقايا. لملمت أشلاء الجناح فغردت. أسكنتها قلبي ... ونامت في الحنايا. علمتها دفء الحياة .. فرفرفت. أيامها فرحا ... وطارت في سمايا. شربت من العمر الجميل ... وسافرت بين الضلوع. بريق صبح في دمايا. كانت تطير على جبيني نسمة. عذراء تشدو ... كل أحلام الصبايا. وصحوت يوما ... لم أجد في العش شيئا. غير أصداء الحكايا. ونظرت في الأفق البعيد ... فلم أجد. غير الغصون تعيد في حزن ندايا. في أي عش. تعبثين الآن يا قلبي. وتلقين الشظايا. لملمت ريشك. كي يطير جناحك المكسور ... ثم تركت لي. قيدا ... يعربد في خطايا. . :// . . / / ...."
Positive,ممتعة . موقع الفندق وخدماته. ملحف السرير كان مثقوب الا انه كان جيدا
Mixed,"مآساه الحلاج صلاح عبد الصبور. الحقيقة اني قبل ما أقرأ العمل ده مكنتش اعرف اي حاجة عن الحلاج غير كومنت عابر من صديق عن صلب الحلاج وده جهل مني اكيد. وشوفت الكتيب الصغير ده بيباع علي الرصيف ادام محكمة النقض في القاهرة فاشتريته علي طول وركنته كالعادة لحد ما يجي وقته. المهم قريت عن الحلاج بشئ من الحيادية ولا ادعيها فمفهمتش حاجة برضه. كالعادة خلاف بين ما يطلق عليهم الأصوليين و التنويريين والأوائل مسحوا بيه الأرض والتانيين طلعوا بيه السما الساتة. مبدأيا التصدير اللي اورده صلاح عبد الصبورفي كتابه ده قال. وماسينيون ينسب الحلاج إلي الحنابلة . ويجعل الشيعة ومنهم كان الوزراء وكبار الحكام عدا الخليفة هم الساعون في دمه . وذلك بعد تحقيق تاريخي مسهب . وأورد عبد الصبور ايضا. يحدثنا ابوالعلاء المعري في الغفران من ان هناك قوما في بغداد ينتظرون خروج الحلاج . ويقفون بحيث صلب عن دجلة يتوقعون عودته . وقد مات المعري بعد صلب الحلاج بمائة وأربعين عاما. وهو ما يؤيد وجهه نظر اللي مسحوا بيه الأرض. فمما اخذ عليه. لما ذهب به إلى القتل قال لأصحابه : لا يهولنكم هذا ، فإني عائد إليكم بعد ثلاثين يوما . فقتل ولم يعد . كان يقول بالحلول والاتحاد . أي : أن الله تعالى قد حل فيه ، وصار هو والله شيئا واحدا . تعالى الله عن ذلك علوا كبيرا.. وهذا هو الذي جعل له القبول عن المستشرقين النصارى لأنه وافقهم على الحلول ، إذ إنهم يعتقدون في عيسى عليه السلام أن الله تعالى قد حل فيه . أما عن المؤيدين فقد ارتفعوا به والناس ما اختلفوا في رجل غير ذي بال، وإنما كان الاختلاف على من أثاروا فيهم دوافع الفكر، وبواعث إعمال العقل بما قالوه، وبما أتوه من فعال، فالناس في أوهامهم سادرون كالسكارى، فإذا نابهم شيء من اليقظة ضجوا وهاجوا، وثارت فيهم دوافع العدوان. يروم الناس استقرارا على ثوابتهم هو أقرب إلى الموات، ويخشون كل ما يخالف ما ألفته أذهانهم؛ وكأنه معول صلب يوشك أن يهدم متهافت معارفهم، وسقيم علومهم، فكان ديدنهم أن يصموا كل صاحب فكر مخالف بالكفر، إراحة لعقولهم في مواتها المقيم. . وأيضا كان الحلاج ممن يرى التصوف جهادا متواصلا للنفس، بالابتعاد بها عن متع الدنيا وتهذيبها بالجوع والسهر، وتحمل عذابات مجاهدة أهل الجور، وبث روح الثورة ضد الظلم والطغيان، ويؤكد ذلك ما تناقل عبر روايات عديدة من اتصاله بالزنج والقرامطة، وهما من الحركات الثورية المعروفة في عصره. . عموما بقدر منا شايف ان الإختلاف حاجة صحية إلا إني بكره جدا لما اشوف حالة زي دي يمكن تناولها بشئ من الرفق بعيد عن الإفراط والتفريط فيجي فريق يمسح بيه الأرض عشان يوافق فكره وهواه ...ويجي فريق تاني يمجده عشان يبقي متصالح مع فكره ...فلم يكن الحلاج في رأيي والله أعلم بالعلم والحكمة التي جعلها له مريدينه ...ولم يكن بالكفر ولا الإنحراف الذي وصمه به كارهيينه ...والله أعلم .. ويكفيني انا. سمعت الحلاج يقول: النقطة أصل كل خط، والخط كله نقط مجتمعة. فلا غنى للخط عن النقطة، ولا للنقطة عن الخط. وكل خط مستقيم أو منحرف هو متحرك عن النقطة بعينها، وكل ما يقع عليه بصر أحد فهو نقطة بين نقطتين. وهذا دليل على تجلي الحق من كل ما يشاهد وترائيه عن كل ما يعاين. ومن هذا قلت: ما رأيت شيئا إلا رأيت الله فيه. . و لا يخفى ما بهذه الجملة من فلسفات وحدة الوجود التي ترى توحد الخالق بمخلوقاته . ومع ذلك نجد ان في فكره شيئا من الحلول والاتحاد ولكن من تعمق في فكره وتراثه يجد مقولات كثيره تبرئه من فكر الحلول والاتحاد ، ولذلك نجد الإمام البحر شيخ الإسلام عبدالقادر الجيلاني الذي لم يختلف اهل العلم فيه قال الإمام عبدالقادر الجيلاني في الحلاج : عثر الحلاج ولم يكن في زمانه من يأخذ بيده .. ولو أدركته لأخذت بيده. وقال عنه الإمام أبو الحسن الشاذلي : اكره من العلماء تكفير الحلاج ، ومن فهم مقاصده فهم مقصدي . . وفي تصدير صلاح عبد الصبور رأي ابن سريج الفقية الشافعي العظيم ...رأي ابن سريج في كراهيته محاكمة الانسان في تفاصيل عقيدته . وأنا مستريح للرأي ده. . مأساة الحلاج اول حاجة ليا مع صلاح عبد الصبور ...من حيث انها مسرحية فمجملا كويسة. ومن حيث انها مسرحية شعرية فالألفاظ مجملا حلوة ...سهلة وتخلص بسهولة في ايدك...وانا مش بتاع كده خالص ...اني امسك الكتاب مسيبوش إلا لما اخلصة ...وده حصل هنا علي غير العادة...فده إن دل دل علي إنها جيدة جدا ومثلما قال عبد الصبور هذه هي المحاولة الأولي .ولا شك أن المسرح الشعري سيطور عروضه . في العشق الإلهي لو صح المسمي : فأنا شايف ودي وجهه نظر شخصية ان ربنا مش واحد صاحبنا نتكلم عنه زي ما احنا عايزين. الواحد لو له واحد بيحترمه كاتب او شاعر او ممثل او عالم او شيخ ...إلخ بيتكلم عنه بينه وبين نفسه وبينه وبين اصحابه وممكن كمان يقول اسمه بلقب ...ويضايق لو حد اكلم عنه بإستهتار وسخرية. ولله المثل الأعلي ...وده ربنا .... و في بعض الحاجات كده معجبتنيش ومستظرفتهاش خالص ...وحسيت فيها بأفورة نبيلة عبيد في النص التاني من فيلم من فيلم رابعة العدوية . باقي كمان القصة معقولة والفايدة موجودة..وفي المجمل جيدة جدا ، ومشكور كعمل انه خلاني ادور....وأستمتعت أحيانا كثيرة وأنا بقراه. . . :// . / / . . :// . / / / /مأساة ا.... . :// . . / /الحسين ب..."
Mixed,من . مساحه الغرفه ممتازه. الحمام لايوجد في هوووز للغسيل ونحن مسلمين وعرب
Negative,هى الرواية جميلة بس غريبة فى اوقات مختلف كانت حاسس انا انا بقرا مسلسل او فيلم وحاسس ان انا عارف باقى الحلقات بس فى كلمات جميلة ومعبرة اوووووى فى لحظات الحب بين سالم ولبنى وفى نفسى الوقت علاقة غمضة اجمل جملة مش عااااااااااااااااااااارف انسى ابدا الكاتب عجبتنى ان الانسان دايماا بيصنع المستقبل ضد مااااااااااااااضى بجد جملة موثر جدا انا وقفت عندها كتير وانا بحب بهاء طااهر
Negative,بغض النظر عن الالفاظ فالروايه تعبر عن واقع في ة بدرجة كبيرة
Positive,رائع. غرف الفندق ممتازةالخيارات في المطعم ممتازةالعاملين في المطعم متفانين جدا. صوت ابواب الغرف المجاورة كان يسبب ازعاج شديد جدا اثناالاغلاق
Positive,ياااااااااااه ايه الكتاب الجميل ده. ايه كمية البراءة دي. حسيت ان الكاتب طفل بيعبر بمنتهي الطيبة وبمشاعر فطرية. مستغربة انه شارك القراء في عمل زي ده. كأنه بيشارك معانا جزء من روحه. كان نفسي أشوف النسخة الملونة حتي لو مش بتاعتي. وأمسكها في إيدي عشان أقرب أكتر منها لكن للأسف النسخة المتاحة كانت أبيض وأسود بي دي إف. الكتاب ده فكرني بنفسي. وفي الحاجات الكتير اللي محتفظة بيها من زماااااااااااان ورق وعلب وهدايا وقصاقيص وصور. كل حاجة منهم أثرت فيا بشكل ما. ولما بكون مضايقة برجع تاني للحاجات دي وأحس بفرحة فعلا. دلوقتي بعد الكتاب ده ممكن أقنع والدتي تغير رأيها في شنطة الذكريات بتاعتي أو شنطة الزبالة زي ما بتقول عليها : . ودي من الصفحات اللي عجبتني
Mixed,اسلوبها بسيط . طويله حبتين بس المشاعر اللى فيها جميله جدا
Negative,ضعيف. . سقف دورة المياة يهرب الماء على من كان داخل دورة المياة
Positive,شقق فندقيه ممتازه . موقع جميل وغرف واسعه لا يحتوي على اطلاله ولكن نظيف وطاقم العمل متعاون ويوجد مواقف داخل النبني. يوجد بعض الملاحظات على طلاء الجدران امل من المسؤل عن الفندق الاهتمام بها اولا باول ليبقى المكان مميز ورائع
Mixed,مقبول. مطل على المدينة. طاقم العمل يحتاج الى تدريب مكثف يفتقد الى الاحترافية سيء في الاستقبال والمغادرةلايوجد منسق لبروتوكولات الاستقبال لا يستحق تصنيف خمس نجوم يحتاج الى اعادة
Negative,اسوء اقامه اقمة فيها بدبي . لا شي. النت بفلوس رغم انها خدمه مقدمه لزبون
Negative,أسوأ إجازة في حياتي . لا شي. المكان غير نظيف سواء الحمامات او الغرف مليئة بالغبارالملاءات التي علي السرير تفوح منها رائحة الغبارعدم توفر الفوط في الحماماتتجهيزات الحمامات غير متوفرة توجد بالفندق الكثير من بنات الهوي ممن يتجولون باللوبي وامام المدخل الاستجابة لشكوي النزلاء بطيئة جدا وتكاد تكون معدومة
Negative,للأسف خذلني هذا الكتاب كثيرا... بداية بالعنوان وهو حوار مع صديقي الملحد فالمعقول أن يكون عن الإلحاد وما إلى ذلك لكن أكثر ما وجدته مجموعة من أحكام الدين الإسلامي وكيف أنه دين الحق وكذا بعيدا عن لماذا نؤمن بوجود إله؟؟ فكل تلك الأسئلة قد توارد أي مسلم وليست حكرا على ملحد . ولم يعجبني أسلوب الحوار إن كان يسمى حوارا فهو أقرب ل سلوب سؤال وجواب يعتقد أنها أفحمت السائل وهذه مصيبة ثانية لان به من التناقضات والتفسيرات لا أدري كيف خرج بها . وأكثر فصل أغاظني هو فصل المرأة وتفسير الكاتب للقوامة والحجاب والضرب والهجر وقد فسر هذا الأخير استنادا لحالات نفسية هي الماسوشية والسادية فبدلا أن تعالج هذه الحالات نفسيا أصبح لعجبي الضرب والهجر هي علاجها ..ولا أعلم كيف أغفل أن هذه الحالات ليست خاصة بالنساء بل تصيب الرجال أيضا.. وإن كان الكتاب في بعض أجزائه جيدا إن ذلك لم يجدي ليغير انطباعي عن أغلبه..
Mixed,مقبول. . لا يوجد خدمة حمل الحقائب
Positive,"اكره من ينتقد قراءة الروايات ويصفونها بأنها مضيعة للوقت، من الواضح بانهم لم يقرأوا الا بعض الروايات السخيفة المنتشرة بكثرة هذه الايام ولم يتعبوا انفسهم بأن يعرفوا غيرها.. سمرقند هي كنز معرفي سياسي وتاريخي وشعري وفلسغي وفكري، كل هذا في رواية واحدة تجد نفسك بها في عالمين، عالم الدول الاسلامية في اوقات الدولة السلجوقية و ثم المغول بين فارس و اوزباكستان وحتى بغداد. نسير مع شخصية عمر الخيام، الشاعر والفيلسوف والعالم الذي عاش في تلك الحقبة بين سمرقند واصفهان ونيسابور، كم سررت بأن تعرفت عليه وعلى اشعاره وفلسفته، ثم حسن الصباح ونشوء الطائفة الاسماعيلية ونظام الملك، كلها شخصيات واحداث حقيقية سردت بطريقة ممتعة، من خلالها تستطيع فهم طلاسم السياسة والصراعات الدينية في زمنا الحالي.. كم من الجميل بأن تستكشف الحياة في ذاك الزمن.. ثم نأتي للشق الثاني، ايران في بدايات القرن التاسع عشر، وصراعات الحكم، بين نظام الشاه والشعب الثائر من جهة، ومن ثم الصراعات بين الدول الاخرى على النفوذ. فتراها حينا تشجع الثورة، وحينا اخر تبذل جهدها لإفشالها، وما بين ذلك من مؤامرات ومكائد.. جميلة تلك الروايات التي تجعلني ابحث في الانترنت واشاهد افلام وثائقية او اقرأ المزيد عن تلك الاحداث. بل حتى اتمنى بأن ازور ايران واوزبكاستان بيوم من الايام."
Positive,متميز . الحمد لله كل شي جميل من لحظة الوصول حتى المغادره والخدمات ممتازه. لا يوجد
Positive,"كتاب السهل الممتنع ،فالكاتب لم يبذل جهد هو فقط دون حكاياته مع سائقين التاكسى وكان يمكن لأى منا أن يصدر هذا الكتاب لو أنه فكر بهذا قبل الكاتب ،فكانت النتيجة كتاب ممتع يجسد المجتمع المصرى وينبض بقلب الشارع المصرى الحقيقى ويلمس حياتنا بصورة كبيرة جدا"
Negative,"هيبتا ... تعليق لا بد منه. بعيدا عن أسلوب الكاتب الرائع ، عن المفاجأة اللذيذة ، عن النهاية السعيدة ... عن اللي حصل في الرواية ده ، غالبا الراوي مايعرفش أنه فيه أجيال مراهقة بتسعى لتحقيقه ممكن في حلم .. ممممم مايعرفش أنه لما يخلي البطل و البطلة بتفكيرهم المختلف عن تفكير الناس اللي بيقول عليهم عادية يخلي مراهقين كتير يبدأوا يسلكوا الطريق ده في تفكيرهم اعتقادا منهم أنهم هيبقوا على نفس خط سير البطل وأن حياتهم ستنجح في النهاية زي ما حياة الأبطال ما بتنجح في كل رواية ... كل واحد هيطلع المجنون اللي جواه ومش هيمسح لحد أنه يتحكم فيه غير مبالي بدين أو خلق ، متوهما أنه مختلف وأنه هيلاقي مجنونة زيه عادي خالص ياااه صدفة . المشكلة أن المراهقين مش هم بس مش هيطبقوا القوانين على حالتهم الشخصية اللي هم بيشفوها أقل قيمة من شخصية البطل فيبدأوا يتقمصوا دور البطل غير مباليين بدين أو خلق إلخ إلخ .. فتحصل الكوارث اللي بنشوفها في المجتمع ... البطل عمل محرمات كتير ،ولكن لم يبد في الرواية أي شئ يخليك تستاء أنت من نفسك هتستاء ،على حسب بقى ... إنما أنا أجي للحاجات اللي أنا طلعت بيها من الرواية وأقارنها بكم الصدمات اللي شوفتها فماتجيش / . الكاتب كان عايز يؤصل لكلام علمي المراحل السبعة للحب ظنا منه أنه عندما يضرب مثل هذا المثال ، أننا سنتعلم وسنطبقه على أمثلتنا نحن .. ده مااااابيحصلش . يااا دوب مننا اللي هيفضل فاكر الرواية فترة وهيفضل متأثر بالراوية ذاتها بالبطل ذاته فرحانين له ولكن تيجي وتقول يطبقوا المراحل على حيواتهم ؟؟ هنا بقى عايزين إحصائيات واضعين في الاعتبار طبع الشخصية العربية .."
Negative,مخيب للأمل. . لايوجد شاطئ حقيقيالسعر مبالغ فيهالخدمات لابد ان تطلبها بنفسك
Negative,يوجد موظف في الاستقبال تعامله جدا سيء . المطعم. يوجد موظف في الاستقبال تعامله جدا سيء
Positive,أروع إجازة في متجع كورال . بصراحة كانت تجربه رائعة ونفكر في تكرارها في متجع كورال.. لا شي
Positive,جيدة مقابل السعر . ما شجعني هو الحصول على عرض سري من بوكنق فكان السعر جدا مشجع في تلك الفترةالفندق جيد يوجد بالقرب منه سوبرماركتيقع أمام صحاري مول ويمكن الذهاب له بخطوات عبر الجسر الذي يربط بينهم. عدم توفر سرير أطفالانقطاع النت باستمرار
Negative,ضعيف. . الفندق سهران حاطين لي حراسه الا بالقوه يطلع اليم قسم بالله الليله ريال وكثير عليهندمت كثير اني رحت له تراني كاتب وانا معصب
Mixed,ما بين نجمتين ونص أوتلاتة. المهم إني قريته عشان أخلص من توتر الأمتحانات. وهو ساعد في كده إلى حد ما يعني. هو كتاب لذيذ اعتبرته خواطر أو تدوينات. مش قصص زي ماهو مكتوب عنه خالص. كان في عيب إن الكلمات المذكرة تبقى مؤنثة والعكس. الموضوع كان بيضايق وسط القراية. ومش هتكلم عن تنقل الكتاب من الفصحى للعامية بما إن الكاتبة إعتذرت عليه. في العموم هو مسلي
Positive,رائعة . النظام. ارتفاع الاسعار عدم وجود فعاليات كثيره
Negative,اول شيء لا انصح بزيارته في رمضان خاصة على الفطور لأنك فعلا تحس انهم يتصدقون عليك تاكل قطعه البيتزا وتجلس تنتظر متى يحن المباشر عليك ويحضر لك الاخرى باختصار استعداداتهم في فطور رمضان مخيسسسسه ولا في قرار رادع للمدخنين داخل المطعم ولكن في غير رمضان هادئ وجميل وبعض انواع البيتزا ممتازه وبعضها عجين في عجين
Negative,خيبة امل واحباط كبيرين اصبت بهما عندما قرأت هذه الرواية للاسف.. تمنيت عندتي للقراءة تكون على شئ جميل وممتع ولكنه للاسف كان محبط ... توقعت الكثييييير من الغموض ومؤامرات الدجل والشعوذة ولكن شئ من ذلك لم يكن موجودا. نجمه واحده للمعلومات الجيدة عن الزواج في الماضي .. وعن المعلومات البسيطة الاثرية عن تاروت. ودمتم
Positive,"الرواية عبقرية. الأحداث ، الصراع ، مفيش ملل بأى حال من الأحوال ، التفكير فى مسألة الأديان والبحث عن الله ، النهاية مبهجة ومؤثرة ، مش مبتكرة يمكن بس أبهجتنى جدا ... بوجه عام الوراية دى لما قفلتها حسيت انى كائن سعيد"
