id,text,dialect,sentiment,confidence
670,شو أفضل طريق للوصول لمجمع عمان مول بأقل ازدحام,ammani,neutral,high
671,ما عارف أحجز فندق أو شقة مفروشة للإجازة,ammani,neutral,high
672,صاحبي عنده مشكلة بالإقامة وبيسألني عن الإجراءات,ammani,neutral,medium
673,يوم الجمعة في سوق للتراث والحرف اليدوية بوسط البلد,ammani,neutral,high
674,"بدي أبدأ مشروع تصوير، مين بيعرف مكان كويس بعمان",ammani,neutral,high
675,"تغير وقت الصلاة للشتا، لازم نتذكر",ammani,neutral,low
676,رحنا نتغدى خارج اليوم لأول مرة من فترة,ammani,neutral,high
677,"بفكر أتطوع بمبادرة محلية، شو بتنصحوني",ammani,neutral,medium
678,"الغاز ارتفع هالشهر، أثر على مصروف البيت",ammani,neutral,high
679,سمعت إن الجمعة في مسيرة بوسط البلد,ammani,neutral,high
680,"بدي أشتري لابتوب جديد للدراسة، شو الأفضل بالسعر",ammani,neutral,high
681,"عندنا لقاء عيلة الجمعة، بدي أجهز شي آجيب معي",ammani,neutral,high
682,"اليوم كان في درس ديني بالمسجد قرب البيت، حضرت",ammani,neutral,medium
683,بفكر أغير روتيني اليومي لأبدأ الصبح بشكل مختلف,ammani,neutral,high
684,صاحبي بيسألني عن أفضل مناطق بعمان للسكن,ammani,neutral,high
685,الأسعار ارتفعت على كل شي هالفترة بشكل واضح,ammani,neutral,high
686,بعمان في كتير أماكن ما كشفتها لسا,ammani,neutral,high
687,اليوم اجتمع الفريق لأول مرة من فترة طويلة,ammani,neutral,medium
688,بدي أبدأ أحضّر لامتحان الشهادة المهنية,ammani,neutral,medium
689,سمعت إن في تطبيق جديد للنقل العام بعمان,ammani,neutral,high
690,في معرض سيارات بالمعرض الدولي هالأسبوع,ammani,neutral,high
691,"رح أروح أزور الجد والجدة الجمعة، ما شفتهم من شهر",ammani,neutral,high
692,الجو هالأيام مناسب للمشي الصبح قبل ما يحمى,ammani,neutral,high
693,"بدي أغير سيارتي، مين بيعرف معارض موثوقة",ammani,neutral,low
694,ما عارف إذا أكمل دراستي أو أشتغل هالفترة,ammani,neutral,high
695,بعمان ما في مكان كافي للأطفال يلعبوا فيه,ammani,neutral,medium
696,صاحبي بيسألني عن كورسات تدريبية بالمجال الإداري,ammani,neutral,high
697,سمعت إن في تحديثات جديدة على قانون العمل,ammani,neutral,high
698,يوم الخميس في فعالية ثقافية بمكتبة عبدالحميد شومان,ammani,neutral,high
699,رح أروح أجدد بطاقة التأمين الصحي,ammani,neutral,high
700,"بفكر أعمل حفلة صغيرة بالبيت، شو تنصحوني أطبخ",ammani,neutral,high
701,هاي الفترة كتير ناس بتسأل عن مشاريع الطاقة الشمسية,ammani,neutral,high
702,الأخبار الاقتصادية مو مريحة هالأيام بشكل عام,ammani,neutral,high
703,"بفكر أغير مجال شغلي بعد سنين، قرار صعب",ammani,neutral,medium
704,شو رأيكم بالتعليم الخاص مقابل الحكومي بالأردن,ammani,neutral,medium
705,سمعت إن في إعادة تخطيط لبعض شوارع عمان,ammani,neutral,medium
706,بدي أتعلم كيف أعمل ميزانية شهرية صح,ammani,neutral,medium
707,"في اجتماع أبواء بالمدرسة بكرا، رح أحضر",ammani,neutral,medium
708,بدي أروح أشوف إذا في شقق بالإيجار بالقرب منا,ammani,neutral,high
709,"رحنا اليوم على سوق الجمعة، بنزور كل فترة",ammani,neutral,high
710,"بفكر آخذ دورة في إدارة الوقت، بحتاجها فعلا",ammani,neutral,medium
711,ما عارف وين أسجل ابني بدروس قرآن,ammani,neutral,medium
712,سمعت إن في ترقية للطريق الواصل بين عمان والزرقا,ammani,neutral,high
713,في فعالية للكتاب بمكتبة البلدية هالأسبوع,ammani,neutral,medium
714,"بدي أشتري كاميرا جديدة للتصوير، شو تنصحوني",ammani,neutral,high
715,كل يوم بصحى بقرأ الأخبار وما بعرف كيف أحلل,ammani,neutral,medium
716,"صاحبتي رح تفتح مشروعها الخاص، بسألتني رأيي",ammani,neutral,high
717,"بدي أروح على السوق القديم، ما زرته من سنين",ammani,neutral,high
718,قرأت عن مشروع تحسين البنية التحتية بعمان,ammani,neutral,low
719,الجمعة في لقاء للمهتمين بريادة الأعمال بعمان,ammani,neutral,high
720,ما عارف إذا أبدأ بتعلم البرمجة أو التصميم,ammani,neutral,medium
721,"كل يوم الصبح نفس الروتين، بفكر أغيره",ammani,neutral,medium
722,بدي أحضر دورة اللغة الإنجليزية بدوام مسائي,ammani,neutral,high
723,سمعت إن الخط الجديد للباص السريع سيشمل صويلح,ammani,neutral,high
724,كل سنة بتجي فاتورة الكهربا صيفا وتفاجئني,ammani,neutral,high
725,في نشاط رياضي تطوعي بالحديقة كل جمعة صبح,ammani,neutral,low
726,بدي أزور مطعم من القديم ما رحت عليه من سنين,ammani,neutral,medium
727,بفكر أشارك بمشروع تطوعي مجتمعي قرب بيتنا,ammani,neutral,high
728,صاحبي بيسألني شو الوثائق المطلوبة لفتح سجل تجاري,ammani,neutral,medium
729,اليوم راح أجلس مع أهلي بالسهرة بدون موبايل,ammani,neutral,high
730,ما عارف إذا أجدد الكورس اللي أنا فيه أو أغير,ammani,neutral,high
731,"بفكر أطور مهاراتي بالاكسل، محتاجها بالشغل",ammani,neutral,high
732,سمعت إن مجمع كبير جديد رح يفتح بعمان الشرقية,ammani,neutral,medium
733,صاحبي بسألني عن التقدم على وظيفة حكومية,ammani,neutral,high
734,في معرض فني بمتحف الفن الأردني نهاية الشهر,ammani,neutral,high
735,رح أزور صاحبتي اللي ما شفتها من الجامعة,ammani,neutral,high
736,"بدي أشتري أثاث للشقة الجديدة، شو أفضل مكان",ammani,neutral,high
737,ما عارف وين أقضي عطلة نهاية الأسبوع هالمرة,ammani,neutral,high
738,يوم الجمعة في لقاء مع رفقاء قديمين من المدرسة,ammani,neutral,medium
739,"بفكر أسجل بنادي قراءة، في واحد قرب بيتنا",ammani,neutral,high
740,"هاد الأسبوع مليان ارتباطات، ما في وقت لنفسي",ammani,neutral,medium
741,بعمان ما عارف وين أروح أصلي صلاة العيد,ammani,neutral,high
742,"ختمت القرآن الكريم اليوم، الحمد لله حمدا كتيرا",ammani,positive,high
743,"صاحبي زارني بالمستشفى وأنا ما توقعت، حاسس بدفا",ammani,positive,low
744,"ابنتي رسمت لي صورة، أحلى هدية",ammani,positive,high
745,"وصلت الهدية لأمي وفرحت فيها كتير، انبسطت",ammani,positive,medium
746,"اليوم قضيت وقت بالحديقة، ارتحت من كل شي",ammani,positive,medium
747,"صاحبي وصل بأمان من السفر الطويل، الحمد لله",ammani,positive,medium
748,عرفت أحل مشكلة تقنية كانت تأرقني من أسبوع,ammani,positive,high
749,"وصلني تعليق إيجابي على مشروعي، شجعني كتير",ammani,positive,high
750,"رحت مع أبوي على السوق القديم، ذكريات ما بتنساها",ammani,positive,medium
751,"شربت شاي بالمرمية على البلكونة وعمان قدامي، أحلى لحظة",ammani,positive,low
752,"الولاد ناموا بسرعة الليلة، قدرت أرتاح بكير",ammani,positive,medium
753,"أخيرا انتهى الترميم بالمنزل، صار أجمل",ammani,positive,high
754,"خلصت آخر قسط بالقرض اليوم، حرية",ammani,positive,high
755,بعد طول انتظار وصلتني الموافقة,ammani,positive,high
756,"جدتي بخير وصحتها تحسنت، الحمد لله",ammani,positive,medium
757,صاحبي دعاني على فطور كامل دون مناسبة,ammani,positive,high
758,اليوم الصبح صحيت بدون منبه وكنت مرتاح تماما,ammani,positive,high
759,"رحلتنا كانت أحلى من المتوقع، رجعنا شاكرين",ammani,positive,high
760,ابني أول مرة يركب دراجة بدون عجلات مساعدة,ammani,positive,high
761,أمي طبخت لي طبخة مفضلتي بدون ما أطلب,ammani,positive,high
762,وصلتني رسالة تهنئة من شخص ما توقعت يهتم,ammani,positive,high
763,أخيرا لقيت شغل بتخصصي بعد بحث طويل,ammani,positive,medium
764,الحفلة كانت منظمة بشكل ممتاز وكلنا انبسطنا,ammani,positive,high
765,وجدت كتاب قيم كنت دوور عليه في بازار الكتب,ammani,positive,medium
766,"رجعت للرياضة بعد انقطاع، أول يوم دايما أصعب",ammani,positive,high
767,الشركة قررت تحسين الراتب من الشهر الجاي,ammani,positive,high
768,صاحبي اعتذر بشكل صادق وعدنا لطبيعتنا,ammani,positive,high
769,وصلت بأمان من رحلة طويلة وأهلي مستنيني,ammani,positive,medium
770,خلصنا دراسة الكتاب الكبير في حلقة الأسبوع,ammani,positive,high
771,الطقس اليوم مثالي للجلسة على الشرفة,ammani,positive,medium
772,أخيرا اتصل فيّ بعد ما انقطع التواصل,ammani,positive,high
773,"الأولاد في أفضل صحة هالفصل، الحمد لله",ammani,positive,high
774,وجدت فرصة تدريب مدفوعة في مجالي,ammani,positive,medium
775,صاحبي ساعدني بالتحضير للمقابلة بشكل رائع,ammani,positive,high
776,"خلصنا رحلة العائلة السنوية، ذكريات حلوة",ammani,positive,low
777,"قبلوني بالبرنامج التدريبي الدولي، ما صدقت",ammani,positive,high
778,وجدت حل بسيط لمشكلة كنت معقدها,ammani,positive,high
779,المشروع الصغير اللي بدأته بدأ يجيب نتائج,ammani,positive,high
780,"رحنا نزرع أشجار مع العيلة، يوم جميل",ammani,positive,high
781,"الصبح صحيت وعندي طاقة، نادر يصير هيك",ammani,positive,medium
782,ابنتي فازت بالمسابقة الرياضية المدرسية,ammani,positive,high
783,وصلني تعليق من أستاذ يمدح مستواي,ammani,positive,high
784,أخيرا وصل الشتا الحقيقي لعمان مع مطر,ammani,positive,high
785,"صاحبتي أهدتني كتابها المفضل، هدية من القلب",ammani,positive,high
786,نجح مشروع الخير اللي شاركنا فيه معا,ammani,positive,high
787,زرت أماكن تراثية بعمان ما زرتها من قبل,ammani,positive,medium
788,وجدت دكتورا أمينا وشرحلي وضعي بصدق,ammani,positive,high
789,"أخوي الصغير بدأ يحكي كلمات جديدة، ما شاء الله",ammani,positive,high
790,اليوم خلص دوام بكير واستمتعت بوقت حر,ammani,positive,high
791,نجحت في أول عرض تقديمي قدامي مدراء كبار,ammani,positive,high
792,صاحبي كافأني هدية على مساعدتي له,ammani,positive,medium
793,اليوم وصلنا على رأس الجبل وشفنا عمان كلها,ammani,positive,medium
794,"أمي تعافت من الزكمة وعادت طبيعية، الحمد لله",ammani,positive,high
795,كسبنا النقاش الصعب بالاجتماع بهدوء,ammani,positive,medium
796,وجدت ترقية على موبايل اللاستخدام بسعر رائع,ammani,positive,medium
797,اليوم وصلت السفارة بوقت وخلصت ورقة مهمة,ammani,positive,high
798,أخيرا رجع صوتي بعد أسبوع من الزكمة,ammani,positive,high
799,صاحبتي أرسلت لي رسالة تشجيع في وقتها تماما,ammani,positive,high
800,خلصنا إصلاح سقف البيت قبل الشتا بيوم,ammani,positive,high
801,أخيرا وجدت صيدلية تشتغل ليلا قرب بيتنا,ammani,positive,high
802,وصلني إيميل قبول بعد أسبوعين من الانتظار,ammani,positive,high
803,ابنتي قرأت كتابها الأول كاملا بمفردها,ammani,positive,high
804,قررنا الرحلة بيوم وطلعت ممتازة رغم التسرع,ammani,positive,high
805,أمي فرحت بزيارتي فجأة أكتر مما توقعت,ammani,positive,high
806,الجيران ساعدونا بشيء صعب من دون أن نطلب,ammani,positive,high
807,"اليوم الشمس بعد غيوم، عمان بتبسم",ammani,positive,high
808,نجح تطبيقي الأول وأحد استخدمه وأعجبه,ammani,positive,high
809,صاحبي أخذني معه برحلة لم أخطط لها وكانت رائعة,ammani,positive,high
810,"خلصنا طبخ العيد كله باكرا، مرتاحين",ammani,positive,high
811,"وجدت مقعد بالمواصلات وأنا متعب، نعمة",ammani,positive,low
812,أخيرا رجع إنترنتنا بعد أسبوع من الانقطاع,ammani,positive,medium
813,"الأستاذ مدحني أمام زملائي، انبسطت كتير",ammani,positive,medium
814,صاحبي وصل بأمان من مغامرة طويلة,ammani,positive,high
815,وجدت حضانة كويسة وأسعارها مناسبة قرب بيتنا,ammani,positive,high
816,خلصت الاجتماع مبكرا ورجعت أشوف ولادي,ammani,positive,medium
817,نجحت بامتحان القيادة من المرة الثانية أخيرا,ammani,positive,high
818,أول ما صحيت الصبح وجدت رسالة طيبة من أهلي,ammani,positive,high
819,خلص الشتا وبدأت أولى أيام الربيع بعمان,ammani,positive,high
820,صاحبي اختارني أشاركه في يوم مهم بحياته,ammani,positive,medium
821,وجدت محل قهوة مختصة جديد بحي قرب بيتي,ammani,positive,high
822,"أمي طبخت الكنافة بنفس طريقة جدتي، والله حلوة",ammani,positive,high
823,خلصت مهمة كبيرة قبل الموعد بيوم,ammani,positive,high
824,"الجيران الجدد أحضروا معهم تمر وقهوة، ناس أصيلة",ammani,positive,low
825,"اليوم رحت المسجد وصليت بهدوء، ارتحت نفسيا",ammani,positive,high
826,وجدت كتاب نادر في بازار الكتب المستعملة,ammani,positive,high
827,"صاحبي استلم شقته الجديدة، الله يبارك فيه",ammani,positive,high
828,"أكلنا تحت الشجرة في الحديقة، أحلى وجبة",ammani,positive,low
829,خلصنا البناء أخيرا وانتقلنا للبيت الجديد,ammani,positive,high
830,أبوي فخور فيّ بعد ما شاف نتائجي,ammani,positive,high
831,وصلتني هدية مفاجئة من أهلي بالعيد,ammani,positive,medium
832,أمي حضّرت قهوتي الصبح قبل ما أطلبها,ammani,positive,medium
833,صاحبي وصله قبول من جامعة مرموقة برا,ammani,positive,high
834,"صاحبتي رجعت سالمة من رحلة طويلة، الحمد لله",ammani,positive,high
835,"رحنا على وادي الموجب، طبيعة ما شاء الله",ammani,positive,high
836,خلصنا رسم الغرفة وطلعت أحلى مما تخيلنا,ammani,positive,low
837,وجدت وظيفة بنفس التخصص وقريبة من بيتي,ammani,positive,high
838,ابني أكل وحده اليوم للمرة الأولى,ammani,positive,high
839,أبوي أشكرني قدام الكل على اجتهادي,ammani,positive,high
840,شفت صديق من المدرسة ما شفته من خمسة عشر سنة,ammani,positive,high
841,ما طلع راتبي لليوم وهو متأخر أسبوع,ammani,negative,high
842,"انكسر شي ثمين عندي بالحادثة، زعلت كتير",ammani,negative,high
843,الانتظار بالعيادة كان ثلاث ساعات وما استاهلت,ammani,negative,high
844,المطر دخل من نافذة البيت وبلل غرفة كاملة,ammani,negative,high
845,ما لقيت مكان أجلس فيه بالمكتبة في آخر الترم,ammani,negative,medium
846,انقطع الماء من الصبح وما في معلومة عن رجوعه,ammani,negative,high
847,"الجيران ما سكتوا الليل كله، ما نمت",ammani,negative,high
848,ضاع وقتي كله بمعاملة كان ممكن تخلص بيوم,ammani,negative,medium
849,صاحبي وعد يساعدني ورجع بعذر بآخر لحظة,ammani,negative,high
850,ما قدرت آكل الغدا من كثر ضغط الشغل,ammani,negative,medium
851,الاجتماع أخذ ساعتين زيادة وأنا ما معي طاقة,ammani,negative,high
852,كسرت نظارتي الجديدة بعد أسبوع من شرائها,ammani,negative,low
853,اشتكيت من مشكلة وما حدا اهتم يحلها,ammani,negative,high
854,رحت على الصيدلية وهي مسكرة رغم إنها مكتوب إنها مفتوحة,ammani,negative,high
855,الراتب مش كافي من البداية وهاد الشهر أصعب,ammani,negative,high
856,ضيعت مفاتيح البيت وما لقيتها لحد هسا,ammani,negative,high
857,وقفت تاكسي ورفض يوصلني بحجة إن المكان بعيد,ammani,negative,high
858,المبرد خرب في أشد أيام الحر,ammani,negative,high
859,ما قدرت أحضر مناسبة مهمة بسبب ظروف خارجة عن إرادتي,ammani,negative,high
860,عملوا حفرة بالشارع من ثلاثة أشهر ولسا ما سكروها,ammani,negative,medium
861,الكيس انشق وراحت كل الأغراض على الأرض,ammani,negative,high
862,خربت العلاقة مع زميل بسبب سوء فهم,ammani,negative,high
863,وقعت التلفون بالمي وخسرته,ammani,negative,medium
864,الدواء خلص ومحتاجه بالليل والصيدلية مسكرة,ammani,negative,high
865,بكيت من التعب والضغط وأنا بالشغل لأول مرة,ammani,negative,high
866,دفعت غرامة ما كنت أعرف عنها,ammani,negative,medium
867,وقفت بالطابور نص ساعة وبعدين قالوا النظام معطل,ammani,negative,medium
868,الخدمة بالمطعم كانت سيئة وما اعتذروا,ammani,negative,medium
869,صاحبي حكالي خبر أثر في كتير وما طيقته,ammani,negative,medium
870,رحت على الاجتماع وبان إن ما في اجتماع,ammani,negative,high
871,الباص مر ولم يتوقف رغم أنني كنت واقف,ammani,negative,medium
872,طلعلي إن المعلومات غلط كلها بعد ما اعتمدت عليها,ammani,negative,high
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
